0	0.00, 24.00
2017-02-20 17	897.28, 2841.00
2017-02-20 18	686.63, 2279.00
2017-02-20 19	781.02, 1681.00
2017-02-20 20	677.11, 1120.00
2017-02-20 21	621.32, 773.00
2017-02-20 22	669.01, 556.00
2017-02-20 23	644.73, 274.00
2017-02-21 00	560.96, 159.00
2017-02-21 01	523.88, 64.00
2017-02-21 02	757.19, 42.00
2017-02-21 03	519.14, 14.00
2017-02-21 04	484.52, 46.00
2017-02-21 05	530.74, 279.00
2017-02-21 06	591.94, 935.00
2017-02-21 07	654.29, 2041.00
2017-02-21 08	729.22, 3539.00
2017-02-21 09	701.72, 2484.00
2017-02-21 10	767.88, 1332.00
2017-02-21 11	751.83, 1191.00
2017-02-21 12	816.74, 1392.00
2017-02-21 13	703.07, 1505.00
2017-02-21 14	767.61, 1488.00
2017-02-21 15	711.91, 1638.00
2017-02-21 16	712.73, 1941.00
2017-02-21 17	730.27, 3363.00
2017-02-21 18	687.65, 3392.00
2017-02-21 19	991.04, 2163.00
2017-02-21 20	641.05, 1525.00
2017-02-21 21	621.03, 1027.00
2017-02-21 22	693.65, 693.00
2017-02-21 23	583.82, 390.00
2017-02-22 00	559.12, 186.00
2017-02-22 01	762.35, 93.00
2017-02-22 02	661.51, 53.00
2017-02-22 03	615.52, 23.00
2017-02-22 04	779.48, 54.00
2017-02-22 05	550.52, 301.00
2017-02-22 06	581.91, 1184.00
2017-02-22 07	657.06, 2269.00
2017-02-22 08	704.11, 4053.00
2017-02-22 09	665.46, 2815.00
2017-02-22 10	699.05, 1486.00
2017-02-22 11	785.13, 1280.00
2017-02-22 12	725.84, 1558.00
2017-02-22 13	754.14, 1661.00
2017-02-22 14	730.05, 1704.00
2017-02-22 15	758.37, 1868.00
2017-02-22 16	866.46, 2421.00
2017-02-22 17	790.17, 4064.00
2017-02-22 18	814.67, 3980.00
2017-02-22 19	712.43, 2580.00
2017-02-22 20	954.64, 1814.00
2017-02-22 21	733.30, 1255.00
2017-02-22 22	679.41, 919.00
2017-02-22 23	764.64, 498.00
2017-02-23 00	670.78, 226.00
2017-02-23 01	1102.74, 125.00
2017-02-23 02	676.18, 65.00
2017-02-23 03	792.52, 23.00
2017-02-23 04	578.98, 40.00
2017-02-23 05	533.92, 286.00
2017-02-23 06	560.84, 1192.00
2017-02-23 07	724.48, 2487.00
2017-02-23 08	744.14, 4234.00
2017-02-23 09	695.36, 2899.00
2017-02-23 10	773.09, 1563.00
2017-02-23 11	1968.16, 1447.00
2017-02-23 12	771.71, 1709.00
2017-02-23 13	891.80, 1906.00
2017-02-23 14	841.94, 2037.00
2017-02-23 15	906.31, 2286.00
2017-02-23 16	908.67, 2871.00
2017-02-23 17	907.14, 4642.00
2017-02-23 18	798.19, 4353.00
2017-02-23 19	911.04, 2886.00
2017-02-23 20	881.07, 2015.00
2017-02-23 21	783.05, 1467.00
2017-02-23 22	1876.43, 1036.00
2017-02-23 23	806.11, 639.00
2017-02-24 00	1603.39, 363.00
2017-02-24 01	951.45, 177.00
2017-02-24 02	621.45, 110.00
2017-02-24 03	1066.53, 53.00
2017-02-24 04	598.60, 52.00
2017-02-24 05	577.17, 274.00
2017-02-24 06	645.87, 1122.00
2017-02-24 07	1583.54, 2404.00
2017-02-24 08	783.53, 4522.00
2017-02-24 09	836.94, 3393.00
2017-02-24 10	852.36, 1981.00
2017-02-24 11	915.09, 1966.00
2017-02-24 12	998.34, 2431.00
2017-02-24 13	953.69, 2595.00
2017-02-24 14	1009.98, 2671.00
2017-02-24 15	976.20, 2969.00
2017-02-24 16	997.16, 3795.00
2017-02-24 17	1100.92, 5095.00
2017-02-24 18	823.73, 4129.00
2017-02-24 19	810.42, 2549.00
2017-02-24 20	793.97, 1546.00
2017-02-24 21	822.79, 1148.00
2017-02-24 22	887.25, 946.00
2017-02-24 23	928.11, 740.00
2017-02-25 00	745.69, 497.00
2017-02-25 01	740.10, 344.00
2017-02-25 02	686.68, 199.00
2017-02-25 03	609.93, 136.00
2017-02-25 04	574.88, 82.00
2017-02-25 05	506.15, 81.00
2017-02-25 06	771.11, 197.00
2017-02-25 07	762.72, 451.00
2017-02-25 08	716.27, 1029.00
2017-02-25 09	912.61, 1783.00
2017-02-25 10	921.92, 2298.00
2017-02-25 11	1350.72, 3034.00
2017-02-25 12	1073.06, 3422.00
2017-02-25 13	1059.95, 3593.00
2017-02-25 14	1052.55, 3662.00
2017-02-25 15	1166.10, 3711.00
2017-02-25 16	1157.63, 3356.00
2017-02-25 17	1041.00, 2492.00
2017-02-25 18	751.53, 707.00
2017-02-25 19	956.54, 358.00
2017-02-25 20	759.05, 412.00
2017-02-25 21	795.15, 498.00
2017-02-25 22	723.98, 551.00
2017-02-25 23	661.40, 450.00
2017-02-26 00	700.68, 368.00
2017-02-26 01	762.57, 235.00
2017-02-26 02	601.93, 134.00
2017-02-26 03	542.45, 103.00
2017-02-26 04	547.42, 53.00
2017-02-26 05	989.49, 37.00
2017-02-26 06	709.47, 118.00
2017-02-26 07	665.93, 307.00
2017-02-26 08	762.99, 696.00
2017-02-26 09	682.08, 1079.00
2017-02-26 10	748.55, 1520.00
2017-02-26 11	820.08, 1951.00
2017-02-26 12	821.55, 2305.00
2017-02-26 13	877.24, 2362.00
2017-02-26 14	1030.21, 2409.00
2017-02-26 15	932.58, 2272.00
2017-02-26 16	1080.60, 2220.00
2017-02-26 17	767.07, 1925.00
2017-02-26 18	677.85, 1570.00
2017-02-26 19	831.17, 1166.00
2017-02-26 20	674.85, 738.00
2017-02-26 21	591.27, 501.00
2017-02-26 22	640.61, 397.00
2017-02-26 23	577.39, 248.00
2017-02-27 00	568.09, 209.00
2017-02-27 01	581.18, 68.00
2017-02-27 02	455.47, 38.00
2017-02-27 03	508.55, 20.00
2017-02-27 04	514.60, 40.00
2017-02-27 05	563.57, 251.00
2017-02-27 06	600.83, 1022.00
2017-02-27 07	666.79, 2179.00
2017-02-27 08	744.06, 3746.00
2017-02-27 09	730.37, 2454.00
2017-02-27 10	838.25, 1364.00
2017-02-27 11	749.85, 1206.00
2017-02-27 12	727.20, 1415.00
2017-02-27 13	734.65, 1550.00
2017-02-27 14	731.27, 1737.00
2017-02-27 15	715.44, 1867.00
2017-02-27 16	771.17, 2284.00
2017-02-27 17	748.74, 4132.00
2017-02-27 18	697.99, 3907.00
2017-02-27 19	671.46, 2516.00
2017-02-27 20	674.98, 1711.00
2017-02-27 21	679.75, 1140.00
2017-02-27 22	716.57, 720.00
2017-02-27 23	805.92, 408.00
2017-02-28 00	573.33, 193.00
2017-02-28 01	628.01, 80.00
2017-02-28 02	1201.59, 39.00
2017-02-28 03	815.41, 17.00
2017-02-28 04	598.05, 59.00
2017-02-28 05	644.41, 341.00
2017-02-28 06	583.70, 1312.00
2017-02-28 07	661.96, 2746.00
2017-02-28 08	727.89, 4805.00
2017-02-28 09	742.86, 3107.00
2017-02-28 10	804.85, 1676.00
2017-02-28 11	1241.87, 1550.00
2017-02-28 12	831.91, 1799.00
2017-02-28 13	828.92, 1995.00
2017-02-28 14	808.65, 2073.00
2017-02-28 15	839.70, 2080.00
2017-02-28 16	749.31, 2539.00
2017-02-28 17	749.36, 4250.00
2017-02-28 18	738.12, 4122.00
2017-02-28 19	757.20, 2602.00
2017-02-28 20	651.21, 1785.00
2017-02-28 21	880.02, 1253.00
2017-02-28 22	744.38, 915.00
2017-02-28 23	731.34, 497.00
2017-03-01 00	931.23, 233.00
2017-03-01 01	624.28, 97.00
2017-03-01 02	636.51, 45.00
2017-03-01 03	578.86, 21.00
2017-03-01 04	530.67, 60.00
2017-03-01 05	528.96, 318.00
2017-03-01 06	599.74, 1286.00
2017-03-01 07	677.55, 2789.00
2017-03-01 08	744.54, 4823.00
2017-03-01 09	737.27, 3192.00
2017-03-01 10	689.37, 1339.00
2017-03-01 11	658.81, 432.00
2017-03-01 12	3091.28, 1092.00
2017-03-01 13	875.03, 1519.00
2017-03-01 14	858.40, 1849.00
2017-03-01 15	2008.91, 1888.00
2017-03-01 16	784.32, 2530.00
2017-03-01 17	829.34, 4588.00
2017-03-01 18	783.52, 4539.00
2017-03-01 19	770.30, 2906.00
2017-03-01 20	921.84, 2043.00
2017-03-01 21	740.48, 1445.00
2017-03-01 22	694.75, 963.00
2017-03-01 23	727.77, 595.00
2017-03-02 00	866.85, 283.00
2017-03-02 01	642.85, 112.00
2017-03-02 02	2772.85, 66.00
2017-03-02 03	573.77, 39.00
2017-03-02 04	615.69, 61.00
2017-03-02 05	590.42, 264.00
2017-03-02 06	555.36, 1142.00
2017-03-02 07	667.51, 2496.00
2017-03-02 08	677.19, 4055.00
2017-03-02 09	670.23, 2793.00
2017-03-02 10	871.85, 1465.00
2017-03-02 11	742.41, 1290.00
2017-03-02 12	765.34, 1504.00
2017-03-02 13	669.70, 1617.00
2017-03-02 14	785.88, 1647.00
2017-03-02 15	816.88, 1856.00
2017-03-02 16	709.19, 2222.00
2017-03-02 17	699.39, 3567.00
2017-03-02 18	761.44, 3512.00
2017-03-02 19	738.02, 2168.00
2017-03-02 20	631.96, 1398.00
2017-03-02 21	572.94, 1054.00
2017-03-02 22	592.91, 733.00
2017-03-02 23	659.40, 395.00
2017-03-03 00	638.55, 229.00
2017-03-03 01	521.84, 94.00
2017-03-03 02	624.72, 50.00
2017-03-03 03	652.11, 28.00
2017-03-03 04	511.62, 45.00
2017-03-03 05	536.59, 235.00
2017-03-03 06	543.71, 926.00
2017-03-03 07	653.71, 2064.00
2017-03-03 08	667.12, 3600.00
2017-03-03 09	665.19, 2644.00
2017-03-03 10	703.31, 1334.00
2017-03-03 11	701.69, 1331.00
2017-03-03 12	649.58, 1420.00
2017-03-03 13	705.55, 1613.00
2017-03-03 14	693.35, 1675.00
2017-03-03 15	669.57, 1743.00
2017-03-03 16	715.41, 2280.00
2017-03-03 17	715.84, 3294.00
2017-03-03 18	685.44, 2628.00
2017-03-03 19	610.47, 1551.00
2017-03-03 20	592.66, 918.00
2017-03-03 21	552.69, 637.00
2017-03-03 22	574.19, 424.00
2017-03-03 23	550.06, 342.00
2017-03-04 00	586.56, 218.00
2017-03-04 01	567.96, 115.00
2017-03-04 02	526.16, 92.00
2017-03-04 03	633.02, 63.00
2017-03-04 04	773.03, 34.00
2017-03-04 05	519.29, 42.00
2017-03-04 06	655.94, 144.00
2017-03-04 07	588.58, 335.00
2017-03-04 08	867.76, 604.00
2017-03-04 09	652.30, 967.00
2017-03-04 10	702.71, 1170.00
2017-03-04 11	706.71, 1317.00
2017-03-04 12	646.40, 1479.00
2017-03-04 13	741.45, 1373.00
2017-03-04 14	686.03, 1222.00
2017-03-04 15	874.60, 1280.00
2017-03-04 16	630.56, 1200.00
2017-03-04 17	686.30, 1027.00
2017-03-04 18	2328.70, 894.00
2017-03-04 19	633.87, 701.00
2017-03-04 20	734.99, 465.00
2017-03-04 21	577.67, 371.00
2017-03-04 22	551.24, 297.00
2017-03-04 23	523.73, 236.00
2017-03-05 00	753.83, 166.00
2017-03-05 01	488.60, 113.00
2017-03-05 02	468.39, 77.00
2017-03-05 03	509.89, 44.00
2017-03-05 04	495.28, 29.00
2017-03-05 05	573.30, 23.00
2017-03-05 06	548.80, 88.00
2017-03-05 07	726.53, 177.00
2017-03-05 08	564.71, 388.00
2017-03-05 09	633.38, 643.00
2017-03-05 10	613.74, 876.00
2017-03-05 11	686.28, 1190.00
2017-03-05 12	720.89, 1341.00
2017-03-05 13	714.24, 1408.00
2017-03-05 14	801.76, 1415.00
2017-03-05 15	739.82, 1482.00
2017-03-05 16	847.97, 1452.00
2017-03-05 17	735.97, 1365.00
2017-03-05 18	648.86, 1142.00
2017-03-05 19	563.80, 876.00
2017-03-05 20	778.80, 603.00
2017-03-05 21	554.13, 465.00
2017-03-05 22	574.45, 328.00
2017-03-05 23	549.29, 228.00
2017-03-06 00	720.18, 98.00
2017-03-06 01	808.76, 59.00
2017-03-06 02	776.83, 24.00
2017-03-06 03	829.54, 13.00
2017-03-06 04	464.56, 39.00
2017-03-06 05	534.20, 242.00
2017-03-06 06	531.48, 934.00
2017-03-06 07	649.44, 1966.00
2017-03-06 08	718.16, 3545.00
2017-03-06 09	680.49, 2378.00
2017-03-06 10	718.44, 1288.00
2017-03-06 11	755.38, 1155.00
2017-03-06 12	797.49, 1314.00
2017-03-06 13	740.53, 1361.00
2017-03-06 14	770.24, 1633.00
2017-03-06 15	684.13, 1655.00
2017-03-06 16	718.76, 2067.00
2017-03-06 17	718.28, 3578.00
2017-03-06 18	1128.72, 3523.00
2017-03-06 19	641.90, 2263.00
2017-03-06 20	643.77, 1415.00
2017-03-06 21	617.29, 932.00
2017-03-06 22	624.88, 603.00
2017-03-06 23	632.65, 382.00
2017-03-07 00	769.43, 188.00
2017-03-07 01	699.79, 86.00
2017-03-07 02	2836.09, 34.00
2017-03-07 03	478.75, 20.00
2017-03-07 04	487.33, 30.00
2017-03-07 05	532.41, 209.00
2017-03-07 06	518.08, 838.00
2017-03-07 07	626.68, 1790.00
2017-03-07 08	662.65, 2930.00
2017-03-07 09	698.18, 1138.00
2017-03-07 10	652.17, 519.00
2017-03-07 11	654.38, 572.00
2017-03-07 12	631.45, 1050.00
2017-03-07 13	621.67, 1255.00
2017-03-07 14	693.58, 1465.00
2017-03-07 15	661.37, 1493.00
2017-03-07 16	699.99, 2128.00
2017-03-07 17	749.68, 3805.00
2017-03-07 18	746.97, 3725.00
2017-03-07 19	725.71, 2350.00
2017-03-07 20	740.49, 1572.00
2017-03-07 21	719.37, 1175.00
2017-03-07 22	746.66, 857.00
2017-03-07 23	2827.29, 454.00
2017-03-08 00	690.59, 208.00
2017-03-08 01	646.99, 88.00
2017-03-08 02	604.28, 39.00
2017-03-08 03	684.22, 32.00
2017-03-08 04	510.21, 57.00
2017-03-08 05	529.53, 262.00
2017-03-08 06	559.70, 839.00
2017-03-08 07	662.09, 2339.00
2017-03-08 08	726.25, 4238.00
2017-03-08 09	682.69, 3244.00
2017-03-08 10	725.66, 1798.00
2017-03-08 11	809.90, 1763.00
2017-03-08 12	789.40, 1973.00
2017-03-08 13	837.19, 2199.00
2017-03-08 14	925.83, 2309.00
2017-03-08 15	790.66, 2339.00
2017-03-08 16	800.57, 2909.00
2017-03-08 17	832.18, 4806.00
2017-03-08 18	793.88, 4514.00
2017-03-08 19	719.13, 2869.00
2017-03-08 20	703.92, 1853.00
2017-03-08 21	791.47, 1295.00
2017-03-08 22	701.58, 949.00
2017-03-08 23	785.22, 547.00
2017-03-09 00	635.38, 295.00
2017-03-09 01	686.90, 138.00
2017-03-09 02	752.43, 63.00
2017-03-09 03	639.27, 44.00
2017-03-09 04	567.79, 56.00
2017-03-09 05	556.67, 308.00
2017-03-09 06	1408.89, 1296.00
2017-03-09 07	692.52, 2921.00
2017-03-09 08	770.38, 5007.00
2017-03-09 09	724.69, 3395.00
2017-03-09 10	848.18, 1946.00
2017-03-09 11	1137.91, 1828.00
2017-03-09 12	963.74, 2040.00
2017-03-09 13	896.82, 2195.00
2017-03-09 14	880.04, 2228.00
2017-03-09 15	851.60, 2251.00
2017-03-09 16	831.28, 2966.00
2017-03-09 17	785.87, 4770.00
2017-03-09 18	751.81, 4305.00
2017-03-09 19	792.24, 2787.00
2017-03-09 20	845.35, 1775.00
2017-03-09 21	725.29, 1186.00
2017-03-09 22	633.69, 932.00
2017-03-09 23	641.76, 520.00
2017-03-10 00	718.34, 292.00
2017-03-10 01	600.69, 123.00
2017-03-10 02	665.66, 70.00
2017-03-10 03	590.21, 28.00
2017-03-10 04	596.92, 49.00
2017-03-10 05	531.72, 241.00
2017-03-10 06	562.29, 882.00
2017-03-10 07	562.11, 947.00
2017-03-10 08	632.90, 1330.00
2017-03-10 09	593.24, 731.00
2017-03-10 10	584.47, 380.00
2017-03-10 11	611.48, 335.00
2017-03-10 12	583.83, 394.00
2017-03-10 13	703.26, 527.00
2017-03-10 14	615.10, 1034.00
2017-03-10 15	621.39, 1317.00
2017-03-10 16	782.11, 1914.00
2017-03-10 17	725.91, 2477.00
2017-03-10 18	718.20, 2048.00
2017-03-10 19	900.27, 1284.00
2017-03-10 20	588.95, 814.00
2017-03-10 21	651.80, 551.00
2017-03-10 22	736.82, 372.00
2017-03-10 23	3893.44, 272.00
2017-03-11 00	1846.34, 178.00
2017-03-11 01	485.02, 92.00
2017-03-11 02	544.64, 55.00
2017-03-11 03	473.11, 45.00
2017-03-11 04	473.64, 25.00
2017-03-11 05	600.46, 35.00
2017-03-11 06	581.65, 91.00
2017-03-11 07	539.35, 301.00
2017-03-11 08	579.44, 520.00
2017-03-11 09	552.53, 913.00
2017-03-11 10	633.87, 1093.00
2017-03-11 11	736.18, 1237.00
2017-03-11 12	648.30, 1292.00
2017-03-11 13	737.50, 1334.00
2017-03-11 14	654.49, 1267.00
2017-03-11 15	753.18, 1255.00
2017-03-11 16	638.73, 1183.00
2017-03-11 17	798.54, 1086.00
2017-03-11 18	602.87, 917.00
2017-03-11 19	557.52, 749.00
2017-03-11 20	675.83, 545.00
2017-03-11 21	724.95, 348.00
2017-03-11 22	584.37, 311.00
2017-03-11 23	688.36, 313.00
2017-03-12 00	568.82, 200.00
2017-03-12 01	640.01, 120.00
2017-03-12 03	465.60, 110.00
2017-03-12 04	413.18, 55.00
2017-03-12 05	584.71, 41.00
2017-03-12 06	647.71, 63.00
2017-03-12 07	525.53, 135.00
2017-03-12 08	557.60, 257.00
2017-03-12 09	516.30, 524.00
2017-03-12 10	550.25, 744.00
2017-03-12 11	636.86, 951.00
2017-03-12 12	1231.89, 1178.00
2017-03-12 13	862.94, 1167.00
2017-03-12 14	721.09, 1129.00
2017-03-12 15	673.08, 1136.00
2017-03-12 16	698.92, 1188.00
2017-03-12 17	1643.17, 1195.00
2017-03-12 18	627.27, 1066.00
2017-03-12 19	694.07, 797.00
2017-03-12 20	619.33, 523.00
2017-03-12 21	1139.94, 423.00
2017-03-12 22	532.20, 266.00
2017-03-12 23	556.92, 174.00
2017-03-13 00	596.51, 93.00
2017-03-13 01	554.10, 39.00
2017-03-13 02	477.00, 21.00
2017-03-13 03	576.93, 15.00
2017-03-13 04	458.06, 35.00
2017-03-13 05	479.71, 216.00
2017-03-13 06	506.90, 707.00
2017-03-13 07	612.95, 1505.00
2017-03-13 08	699.32, 2785.00
2017-03-13 09	980.93, 2146.00
2017-03-13 10	648.84, 1018.00
2017-03-13 11	675.59, 949.00
2017-03-13 12	631.25, 1034.00
2017-03-13 13	626.19, 1183.00
2017-03-13 14	667.74, 1343.00
2017-03-13 15	670.39, 1428.00
2017-03-13 16	686.96, 1816.00
2017-03-13 17	869.70, 3128.00
2017-03-13 18	987.25, 3173.00
2017-03-13 19	630.11, 2056.00
2017-03-13 20	1232.79, 1284.00
2017-03-13 21	654.96, 840.00
2017-03-13 22	1163.63, 577.00
2017-03-13 23	573.00, 26.00
2017-03-17 05	787.33, 9.00
2017-03-17 06	1063.79, 117.00
2017-03-17 07	924.43, 262.00
2017-03-17 08	1156.11, 645.00
2017-03-17 09	1863.73, 535.00
2017-03-17 10	1185.90, 312.00
2017-03-17 11	2288.67, 248.00
2017-03-17 12	1018.66, 325.00
2017-03-17 13	1632.68, 389.00
2017-03-17 14	1160.47, 443.00
2017-03-17 15	1444.92, 521.00
2017-03-17 16	1597.16, 650.00
2017-03-17 17	1252.73, 843.00
2017-03-17 18	1240.70, 700.00
2017-03-17 19	1066.19, 415.00
2017-03-17 20	1594.91, 248.00
2017-03-17 21	809.37, 166.00
2017-03-17 22	2157.31, 155.00
2017-03-17 23	1221.75, 115.00
2017-03-18 00	765.07, 82.00
2017-03-18 01	826.71, 49.00
2017-03-18 02	752.73, 37.00
2017-03-18 03	792.17, 24.00
2017-03-18 04	653.50, 10.00
2017-03-18 05	674.90, 10.00
2017-03-18 06	810.89, 47.00
2017-03-18 07	1076.78, 87.00
2017-03-18 08	832.34, 177.00
2017-03-18 09	2591.35, 244.00
2017-03-18 10	1157.61, 334.00
2017-03-18 11	1613.43, 361.00
2017-03-18 12	859.95, 329.00
2017-03-18 13	1534.16, 393.00
2017-03-18 14	1218.65, 387.00
2017-03-18 15	1063.46, 295.00
2017-03-18 16	1873.23, 208.00
2017-03-18 17	1220.38, 209.00
2017-03-18 18	1249.31, 157.00
2017-03-18 19	854.07, 153.00
2017-03-18 20	884.78, 156.00
2017-03-18 21	977.52, 122.00
2017-03-18 22	980.37, 127.00
2017-03-18 23	869.50, 108.00
2017-03-19 00	747.54, 84.00
2017-03-19 01	819.02, 47.00
2017-03-19 02	829.18, 39.00
2017-03-19 03	556.47, 19.00
2017-03-19 04	1449.50, 18.00
2017-03-19 05	4212.88, 26.00
2017-03-19 06	768.26, 70.00
2017-03-19 07	1050.28, 109.00
2017-03-19 08	1175.09, 170.00
2017-03-19 09	1354.00, 357.00
2017-03-19 10	1126.76, 493.00
2017-03-19 11	1674.28, 631.00
2017-03-19 12	1149.54, 769.00
2017-03-19 13	1305.25, 843.00
2017-03-19 14	987.00, 1022.00
2017-03-19 15	1309.39, 1058.00
2017-03-19 16	1034.72, 971.00
2017-03-19 17	1011.20, 994.00
2017-03-19 18	865.90, 901.00
2017-03-19 19	753.60, 669.00
2017-03-19 20	696.03, 471.00
2017-03-19 21	722.68, 349.00
2017-03-19 22	998.59, 266.00
2017-03-19 23	1236.26, 174.00
2017-03-20 00	1060.41, 102.00
2017-03-20 01	741.54, 50.00
2017-03-20 02	625.77, 26.00
2017-03-20 03	622.28, 18.00
2017-03-20 04	644.48, 21.00
2017-03-20 05	631.58, 153.00
2017-03-20 06	691.79, 612.00
2017-03-20 07	971.47, 1408.00
2017-03-20 08	876.16, 2723.00
2017-03-20 09	961.41, 1908.00
2017-03-20 10	742.08, 960.00
2017-03-20 11	865.46, 828.00
2017-03-20 12	783.15, 1057.00
2017-03-20 13	783.90, 1092.00
2017-03-20 14	882.75, 1245.00
2017-03-20 15	1220.52, 1404.00
2017-03-20 16	985.58, 1919.00
2017-03-20 17	1085.61, 3310.00
2017-03-20 18	838.97, 3362.00
2017-03-20 19	800.79, 2176.00
2017-03-20 20	809.59, 1257.00
2017-03-20 21	903.42, 873.00
2017-03-20 22	659.19, 572.00
2017-03-20 23	788.03, 302.00
2017-03-21 00	692.48, 162.00
2017-03-21 01	466.00, 54.00
2017-03-21 02	702.93, 46.00
2017-03-21 03	550.82, 17.00
2017-03-21 04	531.56, 41.00
2017-03-21 05	563.96, 252.00
2017-03-21 06	614.00, 973.00
2017-03-21 07	687.31, 2118.00
2017-03-21 08	747.77, 3721.00
2017-03-21 09	828.16, 2737.00
2017-03-21 10	752.85, 1269.00
2017-03-21 11	863.36, 1178.00
2017-03-21 12	963.44, 1361.00
2017-03-21 13	811.98, 1522.00
2017-03-21 14	837.47, 1589.00
2017-03-21 15	869.11, 1856.00
2017-03-21 16	833.48, 2384.00
2017-03-21 17	846.19, 4244.00
2017-03-21 18	825.76, 4421.00
2017-03-21 19	762.67, 2780.00
2017-03-21 20	755.07, 1632.00
2017-03-21 21	892.39, 1198.00
2017-03-21 22	696.86, 819.00
2017-03-21 23	735.73, 450.00
2017-03-22 00	772.76, 238.00
2017-03-22 01	727.96, 117.00
2017-03-22 02	621.44, 41.00
2017-03-22 03	813.60, 15.00
2017-03-22 04	496.52, 40.00
2017-03-22 05	561.96, 258.00
2017-03-22 06	579.20, 962.00
2017-03-22 07	666.46, 1914.00
2017-03-22 08	726.36, 3401.00
2017-03-22 09	701.68, 2379.00
2017-03-22 10	883.58, 1122.00
2017-03-22 11	759.58, 986.00
2017-03-22 12	629.56, 1046.00
2017-03-22 13	629.46, 1028.00
2017-03-22 14	673.71, 1137.00
2017-03-22 15	662.97, 1164.00
2017-03-22 16	645.78, 1501.00
2017-03-22 17	683.12, 2739.00
2017-03-22 18	654.21, 2811.00
2017-03-22 19	677.67, 1682.00
2017-03-22 20	584.02, 984.00
2017-03-22 21	580.42, 645.00
2017-03-22 22	722.47, 435.00
2017-03-22 23	509.23, 282.00
2017-03-23 00	616.27, 133.00
2017-03-23 01	509.56, 48.00
2017-03-23 02	445.18, 22.00
2017-03-23 03	434.53, 17.00
2017-03-23 04	566.61, 23.00
2017-03-23 05	533.10, 195.00
2017-03-23 06	543.83, 725.00
2017-03-23 07	620.72, 1652.00
2017-03-23 08	782.34, 3074.00
2017-03-23 09	785.99, 2197.00
2017-03-23 10	668.54, 1170.00
2017-03-23 11	778.83, 1023.00
2017-03-23 12	679.75, 1171.00
2017-03-23 13	669.99, 1214.00
2017-03-23 14	836.53, 1397.00
2017-03-23 15	823.90, 1588.00
2017-03-23 16	703.69, 1994.00
2017-03-23 17	713.03, 3232.00
2017-03-23 18	709.36, 3362.00
2017-03-23 19	824.24, 2212.00
2017-03-23 20	907.72, 1376.00
2017-03-23 21	697.96, 958.00
2017-03-23 22	613.53, 686.00
2017-03-23 23	617.13, 416.00
2017-03-24 00	572.33, 213.00
2017-03-24 01	862.50, 115.00
2017-03-24 02	615.80, 60.00
2017-03-24 03	1472.20, 25.00
2017-03-24 04	542.31, 39.00
2017-03-24 05	521.82, 204.00
2017-03-24 06	550.90, 868.00
2017-03-24 07	660.46, 1754.00
2017-03-24 08	701.88, 3512.00
2017-03-24 09	695.41, 2576.00
2017-03-24 10	703.12, 1394.00
2017-03-24 11	847.08, 1307.00
2017-03-24 12	683.04, 1421.00
2017-03-24 13	703.27, 1238.00
2017-03-24 14	732.11, 1576.00
2017-03-24 15	732.90, 1831.00
2017-03-24 16	739.21, 2495.00
2017-03-24 17	787.68, 3882.00
2017-03-24 18	774.18, 3477.00
2017-03-24 19	740.45, 2383.00
2017-03-24 20	679.34, 1429.00
2017-03-24 21	708.58, 924.00
2017-03-24 22	725.70, 736.00
2017-03-24 23	776.45, 559.00
2017-03-25 00	777.86, 428.00
2017-03-25 01	667.99, 318.00
2017-03-25 02	812.37, 173.00
2017-03-25 03	676.30, 96.00
2017-03-25 04	1289.03, 65.00
2017-03-25 05	603.70, 54.00
2017-03-25 06	567.90, 176.00
2017-03-25 07	633.22, 416.00
2017-03-25 08	685.83, 867.00
2017-03-25 09	781.00, 1348.00
2017-03-25 10	1514.02, 1957.00
2017-03-25 11	1139.24, 2453.00
2017-03-25 12	939.05, 2869.00
2017-03-25 13	1162.28, 3052.00
2017-03-25 14	1109.79, 2868.00
2017-03-25 15	962.45, 2616.00
2017-03-25 16	970.33, 2083.00
2017-03-25 17	991.73, 2026.00
2017-03-25 18	1070.56, 1866.00
2017-03-25 19	704.41, 1278.00
2017-03-25 20	740.16, 874.00
2017-03-25 21	819.52, 675.00
2017-03-25 22	703.40, 600.00
2017-03-25 23	712.88, 488.00
2017-03-26 00	866.47, 327.00
2017-03-26 01	641.57, 251.00
2017-03-26 02	698.96, 118.00
2017-03-26 03	460.56, 34.00
2017-03-26 04	485.62, 21.00
2017-03-26 05	559.56, 27.00
2017-03-26 06	654.48, 82.00
2017-03-26 07	754.22, 217.00
2017-03-26 08	699.06, 534.00
2017-03-26 09	661.33, 912.00
2017-03-26 10	735.55, 1317.00
2017-03-26 11	789.19, 1602.00
2017-03-26 12	935.67, 1795.00
2017-03-26 13	796.52, 1732.00
2017-03-26 14	768.68, 1734.00
2017-03-26 15	892.81, 1715.00
2017-03-26 16	854.44, 1703.00
2017-03-26 17	819.58, 1664.00
2017-03-26 18	823.93, 1503.00
2017-03-26 19	673.86, 1097.00
2017-03-26 20	623.83, 611.00
2017-03-26 21	653.25, 420.00
2017-03-26 22	613.00, 296.00
2017-03-26 23	3115.97, 181.00
2017-03-27 00	713.81, 90.00
2017-03-27 01	545.95, 39.00
2017-03-27 02	437.12, 24.00
2017-03-27 03	474.05, 20.00
2017-03-27 04	553.23, 35.00
2017-03-27 05	479.52, 189.00
2017-03-27 06	625.68, 608.00
