0	0.00, 24.00
2016-05-19 12	903.35, 2220.00
2016-05-19 13	1097.39, 2382.00
2016-05-19 14	1206.01, 2385.00
2016-05-19 15	960.91, 2472.00
2016-05-19 16	1023.71, 3239.00
2016-05-19 17	1034.63, 5220.00
2016-05-19 18	1275.34, 5304.00
2016-05-19 19	909.02, 3480.00
2016-05-19 20	919.97, 2312.00
2016-05-19 21	935.66, 1489.00
2016-05-19 22	797.69, 1171.00
2016-05-19 23	955.09, 751.00
2016-05-20 00	755.70, 386.00
2016-05-20 01	1425.88, 205.00
2016-05-20 02	946.47, 99.00
2016-05-20 03	891.38, 73.00
2016-05-20 04	802.60, 70.00
2016-05-20 05	739.64, 250.00
2016-05-20 06	724.68, 1122.00
2016-05-20 07	816.63, 2531.00
2016-05-20 08	830.42, 4577.00
2016-05-20 09	869.42, 3446.00
2016-05-20 10	977.30, 2276.00
2016-05-20 11	1378.28, 2324.00
2016-05-20 12	1214.59, 2765.00
2016-05-20 13	1127.33, 2903.00
2016-05-20 14	1222.19, 3143.00
2016-05-20 15	1052.15, 3327.00
2016-05-20 16	1272.86, 4200.00
2016-05-20 17	1312.90, 5597.00
2016-05-20 18	1083.96, 4749.00
2016-05-20 19	1127.58, 3252.00
2016-05-20 20	1127.89, 2063.00
2016-05-20 21	1738.74, 1347.00
2016-05-20 22	983.99, 979.00
2016-05-20 23	932.78, 859.00
2016-05-21 00	1348.56, 578.00
2016-05-21 01	1037.81, 378.00
2016-05-21 02	1011.55, 227.00
2016-05-21 03	1329.33, 142.00
2016-05-21 04	1559.68, 99.00
2016-05-21 05	1193.14, 159.00
2016-05-21 06	1076.02, 253.00
2016-05-21 07	874.16, 518.00
2016-05-21 08	839.03, 950.00
2016-05-21 09	1143.84, 1539.00
2016-05-21 10	984.08, 2114.00
2016-05-21 11	1032.50, 2492.00
2016-05-21 12	1116.96, 2927.00
2016-05-21 13	1232.06, 2926.00
2016-05-21 14	1092.44, 2570.00
2016-05-21 15	1316.84, 2616.00
2016-05-21 16	1444.45, 2616.00
2016-05-21 17	1642.54, 2646.00
2016-05-21 18	1332.96, 1786.00
2016-05-21 19	993.10, 535.00
2016-05-21 20	1016.79, 748.00
2016-05-21 21	744.64, 712.00
2016-05-21 22	836.42, 523.00
2016-05-21 23	686.94, 465.00
2016-05-22 00	846.97, 349.00
2016-05-22 01	1051.45, 258.00
2016-05-22 02	808.29, 224.00
2016-05-22 03	852.58, 126.00
2016-05-22 04	609.11, 47.00
2016-05-22 05	451.84, 25.00
2016-05-22 06	720.55, 80.00
2016-05-22 07	1258.59, 263.00
2016-05-22 08	874.89, 635.00
2016-05-22 09	1106.32, 1210.00
2016-05-22 10	1014.83, 1828.00
2016-05-22 11	1397.43, 2416.00
2016-05-22 12	1426.58, 2941.00
2016-05-22 13	1234.61, 3197.00
2016-05-22 14	1353.24, 3528.00
2016-05-22 15	1224.34, 3596.00
2016-05-22 16	1179.81, 3485.00
2016-05-22 17	1240.63, 3409.00
2016-05-22 18	1158.42, 3229.00
2016-05-22 19	1117.98, 2626.00
2016-05-22 20	981.82, 1807.00
2016-05-22 21	834.47, 1150.00
2016-05-22 22	1048.89, 877.00
2016-05-22 23	832.36, 496.00
2016-05-23 00	789.60, 273.00
2016-05-23 01	750.79, 131.00
2016-05-23 02	987.66, 64.00
2016-05-23 03	1095.94, 32.00
2016-05-23 04	1052.16, 63.00
2016-05-23 05	741.66, 309.00
2016-05-23 06	675.06, 1183.00
2016-05-23 07	765.86, 2694.00
2016-05-23 08	914.20, 4715.00
2016-05-23 09	814.12, 3248.00
2016-05-23 10	1164.79, 1890.00
2016-05-23 11	1285.01, 1893.00
2016-05-23 12	1041.20, 2220.00
2016-05-23 13	967.87, 2362.00
2016-05-23 14	1005.90, 2457.00
2016-05-23 15	998.93, 2700.00
2016-05-23 16	949.79, 3375.00
2016-05-23 17	972.99, 5464.00
2016-05-23 18	964.85, 5099.00
2016-05-23 19	940.48, 3452.00
2016-05-23 20	878.11, 2166.00
2016-05-23 21	870.46, 1362.00
2016-05-23 22	855.62, 879.00
2016-05-23 23	1444.56, 547.00
2016-05-24 00	701.48, 236.00
2016-05-24 01	693.75, 109.00
2016-05-24 02	493.12, 33.00
2016-05-24 03	568.54, 24.00
2016-05-24 04	1721.36, 25.00
2016-05-24 05	599.41, 118.00
2016-05-24 06	644.57, 387.00
2016-05-24 07	626.81, 725.00
2016-05-24 08	686.62, 1868.00
2016-05-24 09	856.94, 1624.00
2016-05-24 10	851.61, 1189.00
2016-05-24 11	759.09, 1400.00
2016-05-24 12	840.30, 1679.00
2016-05-24 13	1114.74, 1811.00
2016-05-24 14	814.85, 2033.00
2016-05-24 15	851.49, 2240.00
2016-05-24 16	1018.71, 2815.00
2016-05-24 17	861.07, 4256.00
2016-05-24 18	916.79, 4294.00
2016-05-24 19	943.62, 2869.00
2016-05-24 20	886.20, 2011.00
2016-05-24 21	844.89, 1489.00
2016-05-24 22	926.98, 955.00
2016-05-24 23	791.63, 606.00
2016-05-25 00	1014.96, 273.00
2016-05-25 01	1010.08, 136.00
2016-05-25 02	1878.62, 76.00
2016-05-25 03	770.07, 54.00
2016-05-25 04	882.57, 74.00
2016-05-25 05	637.33, 347.00
2016-05-25 06	896.16, 1372.00
2016-05-25 07	790.95, 3008.00
2016-05-25 08	850.52, 5060.00
2016-05-25 09	884.96, 3644.00
2016-05-25 10	984.75, 2024.00
2016-05-25 11	1065.91, 2009.00
2016-05-25 12	1044.48, 2498.00
2016-05-25 13	1005.60, 2476.00
2016-05-25 14	1209.34, 2587.00
2016-05-25 15	992.75, 2642.00
2016-05-25 16	923.36, 3376.00
2016-05-25 17	1176.17, 5670.00
2016-05-25 18	991.48, 5542.00
2016-05-25 19	953.30, 3931.00
2016-05-25 20	962.91, 2630.00
2016-05-25 21	1102.36, 1750.00
2016-05-25 22	1053.48, 1417.00
2016-05-25 23	914.37, 843.00
2016-05-26 00	1027.36, 479.00
2016-05-26 01	890.87, 226.00
2016-05-26 02	993.75, 88.00
2016-05-26 03	5668.09, 54.00
2016-05-26 04	671.50, 80.00
2016-05-26 05	615.31, 314.00
2016-05-26 06	695.91, 1301.00
2016-05-26 07	814.33, 2869.00
2016-05-26 08	926.88, 4940.00
2016-05-26 09	812.71, 3601.00
2016-05-26 10	971.40, 2284.00
2016-05-26 11	1086.90, 2086.00
2016-05-26 12	976.90, 2379.00
2016-05-26 13	966.08, 2448.00
2016-05-26 14	1028.59, 2511.00
2016-05-26 15	964.02, 2669.00
2016-05-26 16	945.16, 3416.00
2016-05-26 17	949.60, 5268.00
2016-05-26 18	991.71, 5208.00
2016-05-26 19	1050.48, 3638.00
2016-05-26 20	969.05, 2475.00
2016-05-26 21	1105.24, 1688.00
2016-05-26 22	1003.23, 1246.00
2016-05-26 23	853.39, 865.00
2016-05-27 00	930.38, 515.00
2016-05-27 01	1350.20, 273.00
2016-05-27 02	939.63, 155.00
2016-05-27 03	862.67, 81.00
2016-05-27 04	807.39, 75.00
2016-05-27 05	660.08, 262.00
2016-05-27 06	928.85, 1033.00
2016-05-27 07	770.87, 2268.00
2016-05-27 08	832.87, 4106.00
2016-05-27 09	869.22, 3194.00
2016-05-27 10	1018.13, 2124.00
2016-05-27 11	1078.22, 2162.00
2016-05-27 12	1180.19, 2572.00
2016-05-27 13	1082.46, 2912.00
2016-05-27 14	1081.59, 3387.00
2016-05-27 15	1111.96, 3691.00
2016-05-27 16	1146.94, 3864.00
2016-05-27 17	1202.88, 3841.00
2016-05-27 18	904.43, 3206.00
2016-05-27 19	1146.51, 2452.00
2016-05-27 20	1278.80, 1760.00
2016-05-27 21	1024.98, 1180.00
2016-05-27 22	1322.59, 999.00
2016-05-27 23	1128.96, 825.00
2016-05-28 00	1054.38, 479.00
2016-05-28 01	950.98, 362.00
2016-05-28 02	937.71, 271.00
2016-05-28 03	878.82, 147.00
2016-05-28 04	3096.87, 93.00
2016-05-28 05	946.14, 76.00
2016-05-28 06	1138.46, 235.00
2016-05-28 07	841.95, 454.00
2016-05-28 08	1337.76, 991.00
2016-05-28 09	1089.30, 1532.00
2016-05-28 10	1351.65, 2173.00
2016-05-28 11	1275.02, 2539.00
2016-05-28 12	1365.27, 2770.00
2016-05-28 13	1415.39, 2901.00
2016-05-28 14	1459.82, 2928.00
2016-05-28 15	1507.27, 2660.00
2016-05-28 16	1365.01, 2500.00
2016-05-28 17	1276.25, 2536.00
2016-05-28 18	1373.67, 2454.00
2016-05-28 19	1436.58, 1900.00
2016-05-28 20	1251.50, 1516.00
2016-05-28 21	1154.24, 1128.00
2016-05-28 22	1079.57, 840.00
2016-05-28 23	888.51, 737.00
2016-05-29 00	874.21, 564.00
2016-05-29 01	958.85, 354.00
2016-05-29 02	1594.52, 225.00
2016-05-29 03	1384.58, 154.00
2016-05-29 04	1250.53, 109.00
2016-05-29 05	1687.62, 88.00
2016-05-29 06	1465.14, 176.00
2016-05-29 07	1009.39, 382.00
2016-05-29 08	1308.99, 796.00
2016-05-29 09	1430.92, 1460.00
2016-05-29 10	1507.68, 1967.00
2016-05-29 11	1305.94, 2508.00
2016-05-29 12	1577.59, 2793.00
2016-05-29 13	1500.27, 2975.00
2016-05-29 14	1603.36, 3048.00
2016-05-29 15	1560.94, 3200.00
2016-05-29 16	1595.11, 3152.00
2016-05-29 17	1569.15, 3192.00
2016-05-29 18	1452.05, 2915.00
2016-05-29 19	1497.18, 2316.00
2016-05-29 20	1235.44, 1747.00
2016-05-29 21	1496.72, 1202.00
2016-05-29 22	1240.03, 948.00
2016-05-29 23	1280.26, 606.00
2016-05-30 00	1440.16, 369.00
2016-05-30 01	640.90, 70.00
2016-05-30 02	659.81, 43.00
2016-05-30 03	812.00, 26.00
2016-05-30 04	545.89, 18.00
2016-05-30 05	685.14, 21.00
2016-05-30 06	602.70, 57.00
2016-05-30 07	722.04, 199.00
2016-05-30 08	789.96, 451.00
2016-05-30 09	1001.43, 869.00
2016-05-30 10	1051.68, 1432.00
2016-05-30 11	1222.00, 1980.00
2016-05-30 12	1203.96, 2506.00
2016-05-30 13	1204.37, 2930.00
2016-05-30 14	1331.08, 3001.00
2016-05-30 15	1269.80, 3164.00
2016-05-30 16	1285.76, 3179.00
2016-05-30 17	1128.53, 2913.00
2016-05-30 18	1167.36, 2760.00
2016-05-30 19	1118.68, 2196.00
2016-05-30 20	1138.63, 1704.00
2016-05-30 21	1127.89, 1218.00
2016-05-30 22	1009.35, 865.00
2016-05-30 23	875.69, 648.00
2016-05-31 00	912.73, 307.00
2016-05-31 01	832.63, 132.00
2016-05-31 02	1022.59, 95.00
2016-05-31 03	812.84, 51.00
2016-05-31 04	791.72, 54.00
2016-05-31 05	643.01, 283.00
2016-05-31 06	682.90, 1266.00
2016-05-31 07	804.91, 2788.00
2016-05-31 08	829.44, 4567.00
2016-05-31 09	887.90, 3098.00
2016-05-31 10	980.06, 1887.00
2016-05-31 11	1045.56, 1783.00
2016-05-31 12	1002.35, 2086.00
2016-05-31 13	937.35, 2191.00
2016-05-31 14	946.00, 2273.00
2016-05-31 15	951.39, 2543.00
2016-05-31 16	964.53, 3247.00
2016-05-31 17	946.52, 5465.00
2016-05-31 18	926.42, 5593.00
2016-05-31 19	906.62, 3920.00
2016-05-31 20	929.41, 2677.00
2016-05-31 21	896.46, 1649.00
2016-05-31 22	946.00, 1114.00
2016-05-31 23	1086.59, 687.00
2016-06-01 00	914.77, 317.00
2016-06-01 01	1128.87, 155.00
2016-06-01 02	30966.61, 80.00
2016-06-01 03	1077.69, 48.00
2016-06-01 04	704.98, 59.00
2016-06-01 05	686.66, 321.00
2016-06-01 06	690.12, 1506.00
2016-06-01 07	809.37, 3215.00
2016-06-01 08	863.51, 5284.00
2016-06-01 09	853.41, 3635.00
2016-06-01 10	1071.17, 2136.00
2016-06-01 11	1161.83, 2101.00
2016-06-01 12	1147.31, 2338.00
2016-06-01 13	1192.89, 2445.00
2016-06-01 14	1008.71, 2452.00
2016-06-01 15	1455.23, 2736.00
2016-06-01 16	1011.35, 3349.00
2016-06-01 17	1519.71, 5751.00
2016-06-01 18	959.56, 5919.00
2016-06-01 19	1021.54, 4101.00
2016-06-01 20	952.71, 2774.00
2016-06-01 21	1096.22, 1883.00
2016-06-01 22	882.48, 1279.00
2016-06-01 23	956.27, 781.00
2016-06-02 00	900.94, 339.00
2016-06-02 01	1125.48, 177.00
2016-06-02 02	777.93, 87.00
2016-06-02 03	728.08, 60.00
2016-06-02 04	758.14, 58.00
2016-06-02 05	638.02, 333.00
2016-06-02 06	719.77, 1440.00
2016-06-02 07	787.10, 3077.00
2016-06-02 08	885.56, 5375.00
2016-06-02 09	862.86, 3521.00
2016-06-02 10	1106.62, 2102.00
2016-06-02 11	981.97, 2031.00
2016-06-02 12	970.11, 2434.00
2016-06-02 13	1360.40, 2560.00
2016-06-02 14	924.44, 2658.00
2016-06-02 15	936.81, 2720.00
2016-06-02 16	1072.59, 3629.00
2016-06-02 17	1023.13, 5696.00
2016-06-02 18	1042.56, 5720.00
2016-06-02 19	892.93, 3826.00
2016-06-02 20	984.82, 2620.00
2016-06-02 21	819.93, 1750.00
2016-06-02 22	1118.61, 1285.00
2016-06-02 23	824.65, 903.00
2016-06-03 00	849.66, 457.00
2016-06-03 01	1196.71, 207.00
2016-06-03 02	683.73, 126.00
2016-06-03 03	724.53, 94.00
2016-06-03 04	812.35, 103.00
2016-06-03 05	807.56, 298.00
2016-06-03 06	711.13, 1161.00
2016-06-03 07	663.23, 1767.00
2016-06-03 08	750.51, 1960.00
2016-06-03 09	1141.58, 1599.00
2016-06-03 10	711.15, 1333.00
2016-06-03 11	872.17, 1688.00
2016-06-03 12	853.76, 2078.00
2016-06-03 13	1234.66, 2311.00
2016-06-03 14	860.20, 2300.00
2016-06-03 15	898.52, 2252.00
2016-06-03 16	886.33, 3342.00
2016-06-03 17	1092.60, 4363.00
2016-06-03 18	868.14, 3925.00
2016-06-03 19	988.07, 2698.00
2016-06-03 20	1085.83, 1801.00
2016-06-03 21	998.47, 1320.00
2016-06-03 22	1008.77, 969.00
2016-06-03 23	1362.61, 823.00
2016-06-04 00	933.62, 617.00
2016-06-04 01	2210.61, 358.00
2016-06-04 02	1118.89, 253.00
2016-06-04 03	923.35, 153.00
2016-06-04 04	1756.67, 93.00
2016-06-04 05	654.96, 95.00
2016-06-04 06	939.04, 280.00
2016-06-04 07	874.95, 611.00
2016-06-04 08	908.44, 1076.00
2016-06-04 09	872.84, 1808.00
2016-06-04 10	1551.65, 2426.00
2016-06-04 11	1122.66, 3099.00
2016-06-04 12	1213.72, 3475.00
2016-06-04 13	1320.36, 3766.00
2016-06-04 14	1247.70, 3747.00
2016-06-04 15	1530.81, 3771.00
2016-06-04 16	1596.69, 3796.00
2016-06-04 17	1286.33, 3544.00
2016-06-04 18	1228.25, 2953.00
2016-06-04 19	1073.69, 1263.00
2016-06-04 20	995.59, 1067.00
2016-06-04 21	939.68, 1029.00
2016-06-04 22	2879.71, 847.00
2016-06-04 23	1039.60, 850.00
2016-06-05 00	802.19, 613.00
2016-06-05 01	845.75, 410.00
2016-06-05 02	1229.87, 279.00
2016-06-05 03	1002.81, 174.00
2016-06-05 04	751.41, 102.00
2016-06-05 05	28376.15, 78.00
2016-06-05 06	1161.84, 159.00
2016-06-05 07	1058.87, 362.00
2016-06-05 08	803.06, 543.00
2016-06-05 09	845.10, 1051.00
2016-06-05 10	973.97, 1531.00
2016-06-05 11	639.22, 416.00
2016-06-05 12	783.04, 1002.00
2016-06-05 13	910.92, 1470.00
2016-06-05 14	976.61, 2118.00
2016-06-05 15	1043.40, 2510.00
2016-06-05 16	939.76, 2484.00
2016-06-05 17	1196.57, 2625.00
2016-06-05 18	1010.67, 1422.00
2016-06-05 19	746.16, 439.00
2016-06-05 20	771.44, 800.00
2016-06-05 21	762.46, 673.00
2016-06-05 22	759.80, 697.00
2016-06-05 23	807.02, 439.00
2016-06-06 00	814.12, 256.00
2016-06-06 01	993.38, 127.00
2016-06-06 02	842.82, 84.00
2016-06-06 03	814.00, 56.00
2016-06-06 04	802.31, 68.00
2016-06-06 05	704.14, 324.00
2016-06-06 06	678.49, 1419.00
2016-06-06 07	747.51, 2943.00
2016-06-06 08	883.49, 4760.00
2016-06-06 09	820.31, 3324.00
2016-06-06 10	986.76, 1870.00
2016-06-06 11	1019.87, 1884.00
2016-06-06 12	1028.63, 2191.00
2016-06-06 13	1038.17, 2266.00
2016-06-06 14	1102.59, 2497.00
2016-06-06 15	932.91, 2648.00
2016-06-06 16	1147.08, 3333.00
2016-06-06 17	902.73, 5669.00
2016-06-06 18	968.10, 5772.00
2016-06-06 19	1248.42, 4010.00
2016-06-06 20	940.84, 2875.00
2016-06-06 21	875.53, 1873.00
2016-06-06 22	952.85, 1248.00
2016-06-06 23	1312.24, 652.00
2016-06-07 00	1154.91, 399.00
2016-06-07 01	1345.86, 131.00
2016-06-07 02	927.35, 78.00
2016-06-07 03	695.39, 38.00
2016-06-07 04	668.61, 64.00
2016-06-07 05	718.72, 389.00
2016-06-07 06	683.24, 1453.00
2016-06-07 07	790.80, 3276.00
2016-06-07 08	823.17, 5397.00
2016-06-07 09	820.25, 3441.00
2016-06-07 10	876.66, 2047.00
2016-06-07 11	1070.94, 1890.00
2016-06-07 12	1260.02, 2235.00
2016-06-07 13	837.32, 2396.00
2016-06-07 14	949.91, 2402.00
2016-06-07 15	991.11, 2355.00
2016-06-07 16	916.79, 2664.00
2016-06-07 17	891.05, 5355.00
2016-06-07 18	906.06, 5637.00
2016-06-07 19	938.48, 3852.00
2016-06-07 20	935.46, 2614.00
2016-06-07 21	960.16, 1707.00
2016-06-07 22	824.40, 1292.00
2016-06-07 23	768.88, 700.00
2016-06-08 00	820.65, 331.00
2016-06-08 01	873.71, 141.00
2016-06-08 02	614.01, 83.00
2016-06-08 03	554.47, 51.00
2016-06-08 04	725.89, 71.00
2016-06-08 05	597.34, 337.00
2016-06-08 06	650.02, 1428.00
2016-06-08 07	783.26, 3137.00
2016-06-08 08	803.43, 5494.00
2016-06-08 09	814.59, 3754.00
2016-06-08 10	867.54, 2037.00
2016-06-08 11	915.77, 1890.00
2016-06-08 12	871.24, 741.00
2016-06-08 13	628.44, 169.00
2016-06-08 14	598.83, 246.00
2016-06-08 15	708.99, 793.00
2016-06-08 16	782.75, 1873.00
2016-06-08 17	870.55, 4690.00
2016-06-08 18	864.06, 5527.00
2016-06-08 19	859.61, 3720.00
2016-06-08 20	803.61, 2438.00
2016-06-08 21	701.42, 1515.00
2016-06-08 22	773.87, 1125.00
2016-06-08 23	602.22, 659.00
2016-06-09 00	754.30, 346.00
2016-06-09 01	671.15, 147.00
2016-06-09 02	605.87, 84.00
2016-06-09 03	490.21, 42.00
2016-06-09 04	627.71, 69.00
2016-06-09 05	596.66, 312.00
2016-06-09 06	656.75, 1351.00
2016-06-09 07	732.49, 2976.00
2016-06-09 08	809.16, 5158.00
2016-06-09 09	802.50, 3648.00
2016-06-09 10	920.60, 2069.00
2016-06-09 11	985.45, 1984.00
2016-06-09 12	933.06, 2381.00
2016-06-09 13	906.78, 2412.00
2016-06-09 14	886.62, 2474.00
2016-06-09 15	890.64, 2680.00
2016-06-09 16	940.12, 3372.00
2016-06-09 17	1165.85, 5570.00
2016-06-09 18	1285.73, 5673.00
2016-06-09 19	890.19, 3793.00
2016-06-09 20	1083.74, 2509.00
2016-06-09 21	872.45, 1690.00
2016-06-09 22	873.37, 1297.00
2016-06-09 23	775.68, 868.00
2016-06-10 00	881.81, 492.00
2016-06-10 01	708.58, 243.00
2016-06-10 02	715.29, 107.00
2016-06-10 03	724.68, 77.00
2016-06-10 04	666.28, 67.00
2016-06-10 05	653.87, 289.00
2016-06-10 06	693.94, 1207.00
2016-06-10 07	719.64, 2645.00
2016-06-10 08	811.33, 4872.00
2016-06-10 09	845.21, 3627.00
2016-06-10 10	1113.69, 2182.00
2016-06-10 11	959.08, 2169.00
2016-06-10 12	959.03, 2552.00
2016-06-10 13	944.36, 2905.00
2016-06-10 14	1069.98, 3149.00
2016-06-10 15	1131.99, 3296.00
2016-06-10 16	1022.66, 4242.00
2016-06-10 17	1066.42, 5369.00
2016-06-10 18	932.62, 4570.00
2016-06-10 19	1152.00, 3297.00
2016-06-10 20	945.51, 2274.00
2016-06-10 21	937.78, 1593.00
2016-06-10 22	911.74, 1172.00
2016-06-10 23	1000.78, 903.00
2016-06-11 00	1053.96, 722.00
2016-06-11 01	920.94, 387.00
2016-06-11 02	828.05, 268.00
2016-06-11 03	894.04, 195.00
2016-06-11 04	796.09, 128.00
2016-06-11 05	658.23, 100.00
2016-06-11 06	725.07, 269.00
2016-06-11 07	1273.15, 583.00
2016-06-11 08	892.73, 1066.00
2016-06-11 09	938.81, 1777.00
2016-06-11 10	1032.51, 2481.00
2016-06-11 11	1165.63, 3106.00
2016-06-11 12	1168.67, 3477.00
2016-06-11 13	1072.94, 3312.00
2016-06-11 14	1156.65, 3395.00
2016-06-11 15	1137.62, 3214.00
2016-06-11 16	1167.66, 3078.00
2016-06-11 17	1172.05, 3035.00
2016-06-11 18	1166.98, 2827.00
2016-06-11 19	1222.85, 2420.00
2016-06-11 20	1067.10, 1772.00
2016-06-11 21	1178.72, 1344.00
2016-06-11 22	937.68, 1079.00
2016-06-11 23	1042.02, 995.00
2016-06-12 00	972.50, 685.00
2016-06-12 01	982.46, 463.00
2016-06-12 02	1144.39, 325.00
2016-06-12 03	922.88, 229.00
2016-06-12 04	2625.51, 136.00
2016-06-12 05	1286.38, 85.00
2016-06-12 06	896.85, 198.00
2016-06-12 07	942.70, 444.00
2016-06-12 08	949.84, 794.00
2016-06-12 09	913.07, 1420.00
2016-06-12 10	1105.54, 2132.00
2016-06-12 11	1222.45, 2893.00
2016-06-12 12	1134.62, 3153.00
2016-06-12 13	1260.02, 3354.00
2016-06-12 14	1219.38, 3541.00
2016-06-12 15	1369.52, 3568.00
2016-06-12 16	1200.00, 3378.00
2016-06-12 17	1152.60, 3613.00
2016-06-12 18	1563.78, 3257.00
2016-06-12 19	1063.70, 2754.00
2016-06-12 20	1005.85, 1939.00
2016-06-12 21	797.09, 1041.00
2016-06-12 22	1282.78, 729.00
2016-06-12 23	845.60, 506.00
2016-06-13 00	711.83, 240.00
2016-06-13 01	1054.28, 113.00
2016-06-13 02	635.38, 48.00
2016-06-13 03	602.14, 29.00
2016-06-13 04	574.45, 42.00
2016-06-13 05	598.83, 300.00
2016-06-13 06	726.05, 1260.00
2016-06-13 07	746.84, 2721.00
2016-06-13 08	793.56, 4730.00
2016-06-13 09	938.29, 3294.00
2016-06-13 10	968.63, 1806.00
2016-06-13 11	964.76, 1775.00
2016-06-13 12	924.34, 2055.00
2016-06-13 13	958.38, 2290.00
2016-06-13 14	1005.84, 2386.00
2016-06-13 15	983.54, 2493.00
2016-06-13 16	853.39, 3188.00
2016-06-13 17	884.64, 5650.00
2016-06-13 18	920.45, 5414.00
2016-06-13 19	894.99, 3645.00
2016-06-13 20	966.78, 2465.00
2016-06-13 21	1089.77, 1491.00
2016-06-13 22	1159.88, 986.00
2016-06-13 23	776.89, 648.00
2016-06-14 00	819.01, 372.00
2016-06-14 01	650.77, 132.00
2016-06-14 02	805.41, 71.00
2016-06-14 03	652.61, 44.00
2016-06-14 04	667.00, 71.00
2016-06-14 05	631.41, 331.00
2016-06-14 06	746.84, 1478.00
2016-06-14 07	740.66, 3226.00
2016-06-14 08	805.21, 5261.00
2016-06-14 09	810.97, 3767.00
2016-06-14 10	917.51, 2038.00
2016-06-14 11	935.08, 1876.00
2016-06-14 12	1002.59, 2320.00
2016-06-14 13	1195.64, 2455.00
2016-06-14 14	935.92, 2487.00
2016-06-14 15	1182.16, 2583.00
2016-06-14 16	1099.22, 3417.00
2016-06-14 17	921.44, 5737.00
2016-06-14 18	999.55, 5890.00
2016-06-14 19	922.46, 4166.00
2016-06-14 20	875.66, 2916.00
2016-06-14 21	822.22, 1973.00
2016-06-14 22	998.21, 1366.00
2016-06-14 23	993.62, 836.00
2016-06-15 00	752.17, 389.00
2016-06-15 01	880.89, 168.00
2016-06-15 02	927.46, 82.00
2016-06-15 03	801.27, 49.00
2016-06-15 04	663.03, 64.00
2016-06-15 05	673.43, 345.00
2016-06-15 06	666.44, 1479.00
2016-06-15 07	756.51, 3125.00
2016-06-15 08	822.69, 5498.00
2016-06-15 09	735.96, 3798.00
2016-06-15 10	1891.96, 2085.00
2016-06-15 11	903.73, 2032.00
2016-06-15 12	928.92, 2342.00
2016-06-15 13	879.19, 2412.00
2016-06-15 14	893.57, 2473.00
2016-06-15 15	942.40, 2642.00
2016-06-15 16	969.56, 3286.00
2016-06-15 17	934.64, 5868.00
2016-06-15 18	1032.64, 6008.00
2016-06-15 19	993.84, 4002.00
2016-06-15 20	985.11, 2566.00
2016-06-15 21	916.02, 1899.00
2016-06-15 22	920.12, 1543.00
2016-06-15 23	927.89, 894.00
2016-06-16 00	881.15, 446.00
2016-06-16 01	973.52, 220.00
2016-06-16 02	729.93, 101.00
2016-06-16 03	815.11, 47.00
2016-06-16 04	992.61, 56.00
2016-06-16 05	777.81, 291.00
2016-06-16 06	727.61, 442.00
2016-06-16 07	645.52, 1195.00
2016-06-16 08	720.05, 3595.00
2016-06-16 09	717.03, 3465.00
2016-06-16 10	815.43, 2028.00
2016-06-16 11	888.46, 1734.00
2016-06-16 12	798.93, 2074.00
2016-06-16 13	893.90, 2183.00
2016-06-16 14	799.52, 2130.00
2016-06-16 15	847.56, 2383.00
2016-06-16 16	1027.42, 3028.00
2016-06-16 17	965.31, 5231.00
2016-06-16 18	879.99, 5157.00
2016-06-16 19	914.79, 3677.00
2016-06-16 20	846.38, 2571.00
2016-06-16 21	904.23, 1774.00
2016-06-16 22	1010.80, 1355.00
2016-06-16 23	801.07, 1015.00
2016-06-17 00	720.80, 623.00
2016-06-17 01	975.05, 217.00
2016-06-17 02	819.38, 126.00
2016-06-17 03	638.96, 70.00
2016-06-17 04	707.61, 71.00
2016-06-17 05	660.79, 298.00
2016-06-17 06	659.22, 1222.00
2016-06-17 07	782.04, 2639.00
2016-06-17 08	804.49, 4758.00
2016-06-17 09	788.55, 3650.00
2016-06-17 10	896.94, 2185.00
2016-06-17 11	923.22, 2330.00
2016-06-17 12	932.81, 2799.00
2016-06-17 13	911.77, 2918.00
2016-06-17 14	939.09, 3158.00
2016-06-17 15	1008.77, 3485.00
2016-06-17 16	1469.50, 4286.00
2016-06-17 17	1091.23, 5568.00
2016-06-17 18	927.27, 4681.00
2016-06-17 19	1071.24, 3295.00
2016-06-17 20	1433.29, 2267.00
2016-06-17 21	952.44, 1557.00
2016-06-17 22	1053.21, 1110.00
2016-06-17 23	2627.11, 923.00
2016-06-18 00	969.34, 654.00
2016-06-18 01	743.47, 413.00
2016-06-18 02	750.95, 259.00
2016-06-18 03	858.78, 209.00
2016-06-18 04	856.35, 88.00
2016-06-18 05	20435.31, 105.00
2016-06-18 06	768.87, 298.00
2016-06-18 07	777.58, 614.00
2016-06-18 08	991.67, 1142.00
2016-06-18 09	953.19, 1855.00
2016-06-18 10	1072.32, 2579.00
2016-06-18 11	1234.97, 3297.00
2016-06-18 12	1719.99, 3726.00
2016-06-18 13	1360.10, 3959.00
2016-06-18 14	1288.02, 4020.00
2016-06-18 15	1245.18, 4136.00
2016-06-18 16	1208.61, 4145.00
2016-06-18 17	1194.24, 4056.00
2016-06-18 18	1195.19, 3710.00
2016-06-18 19	1114.54, 3204.00
2016-06-18 20	1171.45, 2340.00
2016-06-18 21	1074.30, 1618.00
2016-06-18 22	1169.01, 1358.00
2016-06-18 23	1063.69, 1116.00
2016-06-19 00	1649.52, 792.00
2016-06-19 01	1503.82, 489.00
2016-06-19 02	1132.79, 300.00
