2014-01-11 15	2.45, 10.80, 1.16, 25155.00
2014-01-11 16	2.46, 10.69, 1.16, 22718.00
2014-01-11 17	2.41, 10.79, 1.19, 27327.00
2014-01-11 18	2.38, 10.81, 1.20, 32681.00
2014-01-11 19	2.45, 11.10, 1.28, 31787.00
2014-01-11 20	2.58, 11.26, 1.33, 26612.00
2014-01-11 21	2.58, 10.99, 1.28, 25244.00
2014-01-11 22	2.67, 11.21, 1.29, 28682.00
2014-01-11 23	2.78, 11.68, 1.38, 32538.00
2014-01-12 00	2.88, 11.82, 1.42, 31970.00
2014-01-12 01	3.05, 12.02, 1.47, 27394.00
2014-01-12 02	3.11, 12.12, 1.49, 23357.00
2014-01-12 03	3.27, 12.52, 1.46, 17957.00
2014-01-12 04	3.56, 13.28, 1.35, 10903.00
2014-01-12 05	4.37, 15.52, 1.47, 4749.00
2014-01-12 06	4.89, 17.06, 1.86, 4477.00
2014-01-12 07	4.22, 14.75, 1.59, 5440.00
2014-01-12 08	3.43, 12.61, 1.45, 8577.00
2014-01-12 09	2.82, 10.91, 1.22, 12843.00
2014-01-12 10	2.71, 10.74, 1.18, 18534.00
2014-01-12 11	2.65, 10.81, 1.23, 22373.00
2014-01-12 12	2.63, 11.02, 1.28, 25372.00
2014-01-12 13	2.77, 11.64, 1.36, 25058.00
2014-01-12 14	2.99, 12.33, 1.41, 24526.00
2014-01-12 15	3.10, 12.80, 1.49, 23578.00
2014-01-12 16	3.06, 12.67, 1.50, 22390.00
2014-01-12 17	2.99, 12.39, 1.45, 24652.00
2014-01-12 18	2.88, 12.00, 1.45, 25672.00
2014-01-12 19	2.89, 11.74, 1.41, 22097.00
2014-01-12 20	3.07, 12.01, 1.48, 19276.00
2014-01-12 21	3.32, 12.62, 1.56, 17977.00
2014-01-12 22	3.53, 13.08, 1.66, 16212.00
2014-01-12 23	3.57, 13.13, 1.62, 15095.00
2014-01-13 00	3.83, 13.92, 1.57, 8798.00
2014-01-13 01	3.62, 13.18, 1.30, 5339.00
2014-01-13 02	3.77, 13.61, 1.37, 3627.00
2014-01-13 03	3.79, 13.63, 1.21, 2636.00
2014-01-13 04	4.79, 16.33, 1.78, 2805.00
2014-01-13 05	4.72, 16.16, 2.16, 4556.00
2014-01-13 06	3.22, 11.99, 1.51, 11774.00
2014-01-13 07	2.77, 11.52, 1.45, 21955.00
2014-01-13 08	2.51, 11.76, 1.50, 25564.00
2014-01-13 09	2.43, 11.54, 1.48, 23744.00
2014-01-13 10	2.73, 12.02, 1.46, 20055.00
2014-01-13 11	2.61, 11.77, 1.42, 19506.00
2014-01-13 12	2.53, 11.40, 1.35, 20366.00
2014-01-13 13	2.76, 11.96, 1.37, 19970.00
2014-01-13 14	2.78, 12.07, 1.37, 21831.00
2014-01-13 15	2.76, 12.02, 1.37, 21534.00
2014-01-13 16	2.87, 12.07, 1.49, 19347.00
2014-01-13 17	2.63, 11.62, 1.48, 23819.00
2014-01-13 18	2.43, 11.05, 1.43, 29049.00
2014-01-13 19	2.51, 10.73, 1.43, 28675.00
2014-01-13 20	2.87, 11.40, 1.55, 25219.00
2014-01-13 21	3.07, 11.90, 1.68, 23207.00
2014-01-13 22	3.14, 12.15, 1.66, 21068.00
2014-01-13 23	3.37, 12.78, 1.67, 15238.00
2014-01-14 00	3.34, 12.61, 1.51, 10164.00
2014-01-14 01	3.46, 12.72, 1.44, 6100.00
2014-01-14 02	3.35, 12.48, 1.29, 3912.00
2014-01-14 03	3.58, 13.17, 1.31, 2571.00
2014-01-14 04	4.35, 15.46, 1.55, 2458.00
2014-01-14 05	4.21, 14.58, 1.87, 4054.00
2014-01-14 06	2.98, 11.40, 1.41, 11649.00
2014-01-14 07	2.54, 11.09, 1.37, 23316.00
2014-01-14 08	2.26, 11.54, 1.50, 27965.00
2014-01-14 09	2.28, 11.93, 1.56, 26131.00
2014-01-14 10	2.35, 11.95, 1.47, 22502.00
2014-01-14 11	2.33, 11.95, 1.46, 22034.00
2014-01-14 12	2.38, 12.03, 1.46, 22715.00
2014-01-14 13	2.44, 12.01, 1.44, 23497.00
2014-01-14 14	2.58, 12.42, 1.47, 25229.00
2014-01-14 15	2.59, 12.38, 1.43, 22811.00
2014-01-14 16	2.84, 12.65, 1.60, 18071.00
2014-01-14 17	2.59, 12.18, 1.56, 22617.00
2014-01-14 18	2.49, 11.56, 1.53, 29253.00
2014-01-14 19	2.44, 10.73, 1.47, 30060.00
2014-01-14 20	2.76, 11.30, 1.58, 27853.00
2014-01-14 21	3.03, 12.00, 1.69, 27598.00
2014-01-14 22	3.16, 12.36, 1.74, 24436.00
2014-01-14 23	3.14, 12.23, 1.61, 17099.00
2014-01-15 00	3.38, 12.76, 1.57, 11284.00
2014-01-15 01	3.31, 12.63, 1.49, 6817.00
2014-01-15 02	3.33, 12.31, 1.34, 4624.00
2014-01-15 03	3.50, 12.94, 1.36, 3064.00
2014-01-15 04	4.59, 15.85, 1.81, 3046.00
2014-01-15 05	4.43, 15.36, 2.05, 4487.00
2014-01-15 06	3.26, 12.20, 1.56, 12402.00
2014-01-15 07	2.66, 11.35, 1.44, 23287.00
2014-01-15 08	2.51, 12.10, 1.61, 27005.00
2014-01-15 09	2.42, 12.23, 1.64, 26099.00
2014-01-15 10	2.56, 12.44, 1.55, 23044.00
2014-01-15 11	2.62, 12.34, 1.53, 22028.00
2014-01-15 12	2.59, 12.24, 1.49, 22542.00
2014-01-15 13	2.76, 12.59, 1.52, 21930.00
2014-01-15 14	2.92, 13.02, 1.61, 23007.00
2014-01-15 15	2.81, 12.65, 1.52, 22089.00
2014-01-15 16	3.05, 13.06, 1.67, 17759.00
2014-01-15 17	2.87, 12.94, 1.60, 23941.00
2014-01-15 18	2.70, 12.57, 1.60, 29719.00
2014-01-15 19	2.56, 11.46, 1.52, 30316.00
2014-01-15 20	2.83, 11.76, 1.62, 30105.00
2014-01-15 21	2.99, 12.03, 1.68, 29904.00
2014-01-15 22	3.09, 12.19, 1.70, 26863.00
2014-01-15 23	3.24, 12.53, 1.67, 21067.00
2014-01-16 00	3.56, 13.44, 1.70, 14080.00
2014-01-16 01	3.44, 12.86, 1.55, 7992.00
2014-01-16 02	3.28, 12.65, 1.36, 5076.00
2014-01-16 03	3.69, 13.52, 1.44, 3254.00
2014-01-16 04	4.57, 15.78, 1.85, 3181.00
2014-01-16 05	4.61, 15.96, 2.17, 4529.00
2014-01-16 06	3.17, 11.95, 1.50, 12316.00
2014-01-16 07	2.68, 11.34, 1.41, 22944.00
2014-01-16 08	2.41, 11.81, 1.54, 26903.00
2014-01-16 09	2.36, 11.99, 1.52, 25708.00
2014-01-16 10	2.44, 11.98, 1.48, 22211.00
2014-01-16 11	2.45, 11.94, 1.43, 21660.00
2014-01-16 12	2.43, 11.80, 1.41, 22801.00
2014-01-16 13	2.66, 12.06, 1.47, 22268.00
2014-01-16 14	2.82, 12.54, 1.48, 24160.00
2014-01-16 15	2.88, 12.78, 1.54, 22411.00
2014-01-16 16	2.95, 12.76, 1.62, 18071.00
2014-01-16 17	2.70, 12.25, 1.54, 23091.00
2014-01-16 18	2.51, 11.64, 1.52, 30589.00
2014-01-16 19	2.55, 11.38, 1.54, 31913.00
2014-01-16 20	2.80, 11.82, 1.62, 30718.00
2014-01-16 21	3.06, 12.43, 1.72, 30893.00
2014-01-16 22	3.19, 12.80, 1.78, 29916.00
2014-01-16 23	3.28, 13.04, 1.71, 25340.00
2014-01-17 00	3.35, 13.00, 1.67, 18501.00
2014-01-17 01	3.32, 12.79, 1.59, 11718.00
2014-01-17 02	3.23, 12.26, 1.37, 7504.00
2014-01-17 03	3.51, 13.16, 1.36, 5149.00
2014-01-17 04	4.55, 16.04, 1.76, 4348.00
2014-01-17 05	4.89, 16.80, 2.20, 4787.00
2014-01-17 06	3.46, 12.76, 1.60, 11870.00
2014-01-17 07	2.81, 11.70, 1.44, 21848.00
2014-01-17 08	2.48, 11.78, 1.52, 26550.00
2014-01-17 09	2.40, 11.93, 1.54, 24727.00
2014-01-17 10	2.52, 12.25, 1.44, 21921.00
2014-01-17 11	2.57, 12.34, 1.43, 21520.00
2014-01-17 12	2.64, 12.38, 1.44, 22610.00
2014-01-17 13	2.83, 12.61, 1.46, 22604.00
2014-01-17 14	2.98, 13.19, 1.53, 23938.00
2014-01-17 15	2.93, 13.05, 1.51, 22170.00
2014-01-17 16	3.16, 13.63, 1.65, 17877.00
2014-01-17 17	2.81, 12.94, 1.59, 22628.00
2014-01-17 18	2.54, 12.31, 1.54, 28167.00
2014-01-17 19	2.55, 11.83, 1.52, 31066.00
2014-01-17 20	2.70, 11.83, 1.51, 29799.00
2014-01-17 21	2.84, 11.85, 1.49, 29079.00
2014-01-17 22	2.91, 12.01, 1.45, 30144.00
2014-01-17 23	3.02, 12.24, 1.50, 30318.00
2014-01-18 00	3.07, 12.35, 1.51, 28555.00
2014-01-18 01	3.09, 12.17, 1.50, 24130.00
2014-01-18 02	3.16, 12.27, 1.47, 19962.00
2014-01-18 03	3.32, 12.80, 1.47, 15588.00
2014-01-18 04	3.83, 14.05, 1.50, 10204.00
2014-01-18 05	4.85, 16.86, 1.83, 5159.00
2014-01-18 06	4.76, 16.51, 1.95, 4994.00
2014-01-18 07	4.06, 14.38, 1.69, 6645.00
2014-01-18 08	3.06, 11.75, 1.31, 10083.00
2014-01-18 09	2.48, 10.29, 1.12, 16709.00
2014-01-18 10	2.44, 10.39, 1.12, 20629.00
2014-01-18 11	2.48, 10.68, 1.14, 21680.00
2014-01-18 12	2.37, 10.57, 1.13, 24159.00
2014-01-18 13	2.46, 11.00, 1.14, 23785.00
2014-01-18 14	2.67, 11.47, 1.20, 22672.00
2014-01-18 15	2.56, 11.16, 1.14, 23716.00
2014-01-18 16	2.54, 10.96, 1.14, 22621.00
2014-01-18 17	2.54, 11.03, 1.15, 25618.00
2014-01-18 18	2.38, 10.69, 1.15, 29771.00
2014-01-18 19	2.30, 10.59, 1.14, 31504.00
2014-01-18 20	2.43, 10.72, 1.22, 28297.00
2014-01-18 21	2.45, 10.74, 1.22, 27330.00
2014-01-18 22	2.58, 11.09, 1.24, 30506.00
2014-01-18 23	2.65, 11.39, 1.29, 32705.00
2014-01-19 00	2.75, 11.56, 1.35, 31614.00
2014-01-19 01	2.90, 11.67, 1.40, 27871.00
2014-01-19 02	3.05, 12.03, 1.46, 24144.00
2014-01-19 03	3.27, 12.69, 1.42, 18795.00
2014-01-19 04	3.56, 13.56, 1.31, 11499.00
2014-01-19 05	4.18, 14.93, 1.45, 4971.00
2014-01-19 06	4.65, 16.06, 1.65, 4258.00
2014-01-19 07	4.08, 14.43, 1.47, 5232.00
2014-01-19 08	3.22, 12.01, 1.26, 7708.00
2014-01-19 09	2.69, 10.59, 1.09, 12177.00
2014-01-19 10	2.60, 10.51, 1.08, 17540.00
2014-01-19 11	2.55, 10.56, 1.13, 21292.00
2014-01-19 12	2.46, 10.55, 1.14, 24004.00
2014-01-19 13	2.61, 11.21, 1.21, 24147.00
2014-01-19 14	2.81, 11.78, 1.30, 26565.00
2014-01-19 15	2.89, 11.95, 1.31, 24017.00
2014-01-19 16	2.85, 11.72, 1.27, 22765.00
2014-01-19 17	2.90, 11.82, 1.31, 23388.00
