1,2011,24
2,2011,28
3,2011,37
4,2011,43
5,2011,49
6,2011,38
7,2011,51
8,2011,52
9,2011,51
10,2011,47
11,2011,34
12,2011,40
1,2012,33
2,2012,25
3,2012,34
4,2012,34
5,2012,35
6,2012,40
7,2012,51
8,2012,44
9,2012,35
10,2012,31
11,2012,20
12,2012,31
1,2013,29
2,2013,23
3,2013,22
4,2013,23
5,2013,27
6,2013,32
7,2013,23
8,2013,40
9,2013,20
10,2013,37
11,2013,23
12,2013,22
1,2014,33
2,2014,12
3,2014,25
4,2014,20
5,2014,21
6,2014,36
7,2014,29
8,2014,32
9,2014,32
10,2014,33
11,2014,25
12,2014,33
1,2015,38
2,2015,16
3,2015,25
4,2015,24
5,2015,36
6,2015,23
7,2015,33
8,2015,37
9,2015,34
10,2015,32
11,2015,22
12,2015,24
1,2016,22
2,2016,16
3,2016,25
4,2016,26
5,2016,31
6,2016,32
7,2016,30
8,2016,35
9,2016,34
10,2016,20
11,2016,21
12,2016,22
