00	954.00, 270249.00
2010-11-03 14	23.00, 2.00
2010-11-03 15	31.00, 5.00
2010-11-03 16	27.00, 1.00
2010-11-03 17	50.00, 0.00
2010-11-03 18	13.00, 1.00
2010-11-03 19	9.00, 1.00
2010-11-03 20	13.00, 0.00
2010-11-03 21	20.00, 3.00
2010-11-03 22	14.00, 1.00
2010-11-03 23	7.00, 0.00
2010-11-04 00	13.00, 0.00
2010-11-04 01	8.00, 0.00
2010-11-04 02	2.00, 0.00
2010-11-04 03	2.00, 0.00
2010-11-04 05	1.00, 0.00
2010-11-04 06	4.00, 0.00
2010-11-04 07	8.00, 0.00
2010-11-04 08	17.00, 0.00
2010-11-04 09	32.00, 0.00
2010-11-04 10	34.00, 0.00
2010-11-04 11	38.00, 0.00
2010-11-04 12	283.00, 17.00
2010-11-04 13	70.00, 3.00
2010-11-04 14	40.00, 0.00
2010-11-04 15	32.00, 2.00
2010-11-04 16	19.00, 0.00
2010-11-04 17	23.00, 2.00
2010-11-04 18	21.00, 0.00
2010-11-04 19	15.00, 0.00
2010-11-04 20	18.00, 0.00
2010-11-04 21	19.00, 1.00
2010-11-04 22	17.00, 1.00
2010-11-04 23	4.00, 0.00
2010-11-05 00	8.00, 0.00
2010-11-05 01	22.00, 0.00
2010-11-05 02	6.00, 0.00
2010-11-05 03	2.00, 0.00
2010-11-05 04	4.00, 0.00
2010-11-05 05	3.00, 0.00
2010-11-05 06	1.00, 0.00
2010-11-05 07	13.00, 0.00
2010-11-05 08	23.00, 0.00
2010-11-05 09	30.00, 0.00
2010-11-05 10	33.00, 0.00
2010-11-05 11	47.00, 0.00
2010-11-05 12	315.00, 7.00
2010-11-05 13	47.00, 5.00
2010-11-05 14	27.00, 0.00
2010-11-05 15	28.00, 0.00
2010-11-05 16	7.00, 6.00
2010-11-05 17	12.00, 2.00
2010-11-05 18	10.00, 0.00
2010-11-05 19	14.00, 2.00
2010-11-05 20	17.00, 1.00
2010-11-05 21	10.00, 0.00
2010-11-05 22	8.00, 0.00
2010-11-05 23	4.00, 0.00
2010-11-06 00	16.00, 0.00
2010-11-06 01	15.00, 0.00
2010-11-06 02	7.00, 0.00
2010-11-06 03	1.00, 0.00
2010-11-06 04	2.00, 0.00
2010-11-06 05	1.00, 0.00
2010-11-06 07	1.00, 0.00
2010-11-06 08	3.00, 0.00
2010-11-06 09	13.00, 0.00
2010-11-06 10	11.00, 0.00
2010-11-06 11	25.00, 0.00
2010-11-06 12	212.00, 14.00
2010-11-06 13	25.00, 1.00
2010-11-06 14	13.00, 1.00
2010-11-06 15	10.00, 0.00
2010-11-06 16	7.00, 1.00
2010-11-06 17	10.00, 0.00
2010-11-06 18	11.00, 0.00
2010-11-06 19	6.00, 0.00
2010-11-06 20	1.00, 0.00
2010-11-06 21	1.00, 0.00
2010-11-07 00	1.00, 0.00
2010-11-07 01	2.00, 0.00
2010-11-07 02	4.00, 0.00
2010-11-07 03	1.00, 0.00
2010-11-07 04	1.00, 0.00
2010-11-07 05	2.00, 0.00
2010-11-07 06	1.00, 0.00
2010-11-07 07	6.00, 0.00
2010-11-07 08	6.00, 0.00
2010-11-07 09	20.00, 0.00
2010-11-07 10	21.00, 0.00
2010-11-07 11	20.00, 0.00
2010-11-07 12	20.00, 7.00
2010-11-07 13	13.00, 2.00
2010-11-07 14	18.00, 5.00
2010-11-07 15	11.00, 2.00
2010-11-07 16	5.00, 1.00
2010-11-07 17	4.00, 0.00
2010-11-07 18	3.00, 1.00
2010-11-07 19	4.00, 0.00
2010-11-07 20	1.00, 0.00
2010-11-07 21	3.00, 0.00
2010-11-07 22	3.00, 0.00
2010-11-07 23	3.00, 0.00
2010-11-08 00	64.00, 0.00
2010-11-08 01	2.00, 0.00
2010-11-08 02	4.00, 0.00
2010-11-08 03	1.00, 0.00
2010-11-08 04	4.00, 0.00
2010-11-08 05	5.00, 0.00
2010-11-08 06	4.00, 0.00
2010-11-08 07	7.00, 0.00
2010-11-08 08	17.00, 0.00
2010-11-08 09	31.00, 0.00
2010-11-08 10	45.00, 0.00
2010-11-08 11	45.00, 0.00
2010-11-08 12	441.00, 14.00
2010-11-08 13	37.00, 0.00
2010-11-08 14	29.00, 5.00
2010-11-08 15	21.00, 2.00
2010-11-08 16	36.00, 1.00
2010-11-08 17	28.00, 0.00
2010-11-08 18	12.00, 0.00
2010-11-08 19	17.00, 0.00
2010-11-08 20	11.00, 1.00
2010-11-08 21	21.00, 0.00
2010-11-08 22	14.00, 0.00
2010-11-08 23	8.00, 1.00
2010-11-09 00	22.00, 0.00
2010-11-09 01	14.00, 0.00
2010-11-09 02	6.00, 0.00
2010-11-09 03	1.00, 0.00
2010-11-09 04	1.00, 0.00
2010-11-09 05	2.00, 0.00
2010-11-09 06	7.00, 0.00
2010-11-09 07	10.00, 0.00
2010-11-09 08	14.00, 0.00
2010-11-09 09	43.00, 0.00
2010-11-09 10	34.00, 0.00
2010-11-09 11	39.00, 0.00
2010-11-09 12	265.00, 16.00
2010-11-09 13	43.00, 1.00
2010-11-09 14	29.00, 4.00
2010-11-09 15	21.00, 9.00
2010-11-09 16	20.00, 0.00
2010-11-09 17	20.00, 6.00
2010-11-09 18	12.00, 0.00
2010-11-09 19	19.00, 1.00
2010-11-09 20	16.00, 1.00
2010-11-09 21	18.00, 1.00
2010-11-09 22	32.00, 0.00
2010-11-09 23	5.00, 0.00
2010-11-10 00	32.00, 0.00
2010-11-10 01	9.00, 0.00
2010-11-10 02	5.00, 0.00
2010-11-10 03	5.00, 0.00
2010-11-10 04	5.00, 0.00
2010-11-10 05	8.00, 0.00
2010-11-10 06	7.00, 0.00
2010-11-10 07	7.00, 0.00
2010-11-10 08	25.00, 0.00
2010-11-10 09	38.00, 0.00
2010-11-10 10	32.00, 0.00
2010-11-10 11	33.00, 0.00
2010-11-10 12	310.00, 21.00
2010-11-10 13	32.00, 0.00
2010-11-10 14	49.00, 3.00
2010-11-10 15	31.00, 2.00
2010-11-10 16	19.00, 2.00
2010-11-10 17	22.00, 1.00
2010-11-10 18	13.00, 1.00
2010-11-10 19	9.00, 1.00
2010-11-10 20	20.00, 0.00
2010-11-10 21	12.00, 0.00
2010-11-10 22	113.00, 0.00
2010-11-10 23	6.00, 0.00
2010-11-11 00	6.00, 0.00
2010-11-11 01	10.00, 0.00
2010-11-11 02	5.00, 0.00
2010-11-11 03	3.00, 0.00
2010-11-11 04	3.00, 0.00
2010-11-11 05	1.00, 0.00
2010-11-11 06	3.00, 0.00
2010-11-11 07	3.00, 0.00
2010-11-11 08	13.00, 0.00
2010-11-11 09	16.00, 0.00
2010-11-11 10	10.00, 0.00
2010-11-11 11	15.00, 0.00
2010-11-11 12	18.00, 9.00
2010-11-11 13	12.00, 3.00
2010-11-11 14	17.00, 3.00
2010-11-11 15	5.00, 0.00
2010-11-11 16	5.00, 0.00
2010-11-11 17	5.00, 2.00
2010-11-11 18	10.00, 1.00
2010-11-11 19	5.00, 0.00
2010-11-11 20	9.00, 0.00
2010-11-11 21	5.00, 0.00
2010-11-11 22	7.00, 0.00
2010-11-11 23	4.00, 0.00
2010-11-12 00	9.00, 0.00
2010-11-12 01	8.00, 0.00
2010-11-12 02	2.00, 0.00
2010-11-12 03	4.00, 0.00
2010-11-12 04	3.00, 0.00
2010-11-12 05	3.00, 0.00
2010-11-12 07	4.00, 0.00
2010-11-12 08	19.00, 0.00
2010-11-12 09	34.00, 0.00
2010-11-12 10	32.00, 0.00
2010-11-12 11	38.00, 0.00
2010-11-12 12	330.00, 27.00
2010-11-12 13	32.00, 3.00
2010-11-12 14	64.00, 0.00
2010-11-12 15	31.00, 3.00
2010-11-12 16	15.00, 2.00
2010-11-12 17	19.00, 2.00
2010-11-12 18	8.00, 0.00
2010-11-12 19	10.00, 0.00
2010-11-12 20	17.00, 0.00
2010-11-12 21	17.00, 2.00
2010-11-12 22	13.00, 0.00
2010-11-12 23	10.00, 0.00
2010-11-13 00	18.00, 0.00
2010-11-13 01	20.00, 0.00
2010-11-13 02	5.00, 0.00
2010-11-13 03	1.00, 0.00
2010-11-13 04	2.00, 0.00
2010-11-13 05	2.00, 0.00
2010-11-13 06	1.00, 0.00
2010-11-13 07	2.00, 0.00
2010-11-13 08	8.00, 0.00
2010-11-13 09	17.00, 0.00
2010-11-13 10	14.00, 0.00
2010-11-13 11	18.00, 0.00
2010-11-13 12	255.00, 14.00
2010-11-13 13	13.00, 1.00
2010-11-13 14	12.00, 2.00
2010-11-13 15	7.00, 0.00
2010-11-13 16	7.00, 0.00
2010-11-13 17	11.00, 2.00
2010-11-13 18	14.00, 1.00
2010-11-13 19	6.00, 0.00
2010-11-13 20	6.00, 0.00
2010-11-13 21	15.00, 3.00
2010-11-13 22	5.00, 0.00
2010-11-13 23	3.00, 0.00
2010-11-14 00	22.00, 0.00
2010-11-14 01	6.00, 0.00
2010-11-14 02	2.00, 0.00
2010-11-14 03	1.00, 0.00
2010-11-14 04	2.00, 0.00
2010-11-14 05	2.00, 0.00
2010-11-14 06	2.00, 0.00
2010-11-14 07	7.00, 0.00
2010-11-14 08	11.00, 0.00
2010-11-14 09	16.00, 0.00
2010-11-14 10	12.00, 0.00
2010-11-14 11	19.00, 0.00
2010-11-14 12	14.00, 2.00
2010-11-14 13	19.00, 1.00
2010-11-14 14	13.00, 1.00
2010-11-14 15	10.00, 2.00
2010-11-14 16	6.00, 0.00
2010-11-14 17	7.00, 1.00
2010-11-14 18	5.00, 0.00
2010-11-14 19	8.00, 2.00
2010-11-14 20	5.00, 0.00
2010-11-14 21	9.00, 0.00
2010-11-14 22	5.00, 1.00
2010-11-14 23	3.00, 0.00
2010-11-15 00	68.00, 0.00
2010-11-15 01	3.00, 0.00
2010-11-15 02	3.00, 0.00
2010-11-15 03	3.00, 0.00
2010-11-15 04	2.00, 0.00
2010-11-15 05	2.00, 0.00
2010-11-15 06	4.00, 0.00
2010-11-15 07	10.00, 0.00
2010-11-15 08	28.00, 0.00
2010-11-15 09	17.00, 0.00
2010-11-15 10	44.00, 0.00
2010-11-15 11	34.00, 0.00
2010-11-15 12	438.00, 21.00
2010-11-15 13	31.00, 1.00
2010-11-15 14	26.00, 2.00
2010-11-15 15	25.00, 4.00
2010-11-15 16	29.00, 2.00
2010-11-15 17	32.00, 2.00
2010-11-15 18	10.00, 3.00
2010-11-15 19	10.00, 4.00
2010-11-15 20	52.00, 0.00
2010-11-15 21	13.00, 1.00
2010-11-15 22	9.00, 4.00
2010-11-15 23	3.00, 1.00
2010-11-16 00	25.00, 0.00
2010-11-16 01	9.00, 0.00
2010-11-16 02	4.00, 0.00
2010-11-16 03	3.00, 0.00
2010-11-16 04	5.00, 0.00
2010-11-16 06	2.00, 0.00
2010-11-16 07	7.00, 0.00
2010-11-16 08	11.00, 0.00
2010-11-16 09	36.00, 0.00
2010-11-16 10	36.00, 0.00
2010-11-16 11	26.00, 0.00
2010-11-16 12	488.00, 17.00
2010-11-16 13	30.00, 2.00
2010-11-16 14	31.00, 0.00
2010-11-16 15	26.00, 7.00
2010-11-16 16	11.00, 3.00
2010-11-16 17	22.00, 2.00
2010-11-16 18	17.00, 0.00
2010-11-16 19	16.00, 0.00
2010-11-16 20	18.00, 1.00
2010-11-16 21	66.00, 1.00
2010-11-16 22	20.00, 0.00
2010-11-16 23	10.00, 0.00
2010-11-17 00	14.00, 0.00
2010-11-17 01	28.00, 0.00
2010-11-17 02	8.00, 0.00
2010-11-17 03	1.00, 0.00
2010-11-17 04	3.00, 0.00
2010-11-17 05	1.00, 0.00
2010-11-17 06	1.00, 0.00
2010-11-17 07	8.00, 0.00
2010-11-17 08	19.00, 0.00
2010-11-17 09	26.00, 0.00
2010-11-17 10	33.00, 0.00
2010-11-17 11	27.00, 0.00
2010-11-17 12	313.00, 23.00
2010-11-17 13	37.00, 0.00
2010-11-17 14	32.00, 4.00
2010-11-17 15	32.00, 1.00
2010-11-17 16	16.00, 1.00
2010-11-17 17	20.00, 1.00
2010-11-17 18	14.00, 1.00
2010-11-17 19	20.00, 0.00
2010-11-17 20	27.00, 1.00
2010-11-17 21	10.00, 0.00
2010-11-17 22	12.00, 0.00
2010-11-17 23	7.00, 0.00
2010-11-18 00	33.00, 0.00
2010-11-18 01	11.00, 0.00
2010-11-18 02	5.00, 0.00
2010-11-18 03	3.00, 0.00
2010-11-18 04	3.00, 0.00
2010-11-18 05	3.00, 0.00
2010-11-18 06	5.00, 0.00
2010-11-18 07	2.00, 0.00
2010-11-18 08	14.00, 0.00
2010-11-18 09	38.00, 0.00
2010-11-18 10	41.00, 0.00
2010-11-18 11	53.00, 0.00
2010-11-18 12	298.00, 14.00
2010-11-18 13	36.00, 2.00
2010-11-18 14	32.00, 4.00
2010-11-18 15	28.00, 5.00
2010-11-18 16	16.00, 2.00
2010-11-18 17	17.00, 0.00
2010-11-18 18	18.00, 1.00
2010-11-18 19	12.00, 2.00
2010-11-18 20	16.00, 2.00
2010-11-18 21	16.00, 1.00
2010-11-18 22	13.00, 0.00
2010-11-18 23	5.00, 0.00
2010-11-19 00	8.00, 0.00
2010-11-19 01	7.00, 0.00
2010-11-19 02	3.00, 0.00
2010-11-19 03	2.00, 0.00
2010-11-19 04	1.00, 0.00
2010-11-19 05	3.00, 0.00
2010-11-19 06	2.00, 0.00
2010-11-19 07	4.00, 0.00
2010-11-19 08	28.00, 0.00
2010-11-19 09	39.00, 0.00
2010-11-19 10	61.00, 0.00
2010-11-19 11	37.00, 0.00
2010-11-19 12	287.00, 28.00
2010-11-19 13	46.00, 2.00
2010-11-19 14	35.00, 0.00
2010-11-19 15	22.00, 1.00
2010-11-19 16	15.00, 2.00
2010-11-19 17	12.00, 1.00
2010-11-19 18	13.00, 1.00
2010-11-19 19	11.00, 0.00
2010-11-19 20	28.00, 0.00
2010-11-19 21	21.00, 0.00
2010-11-19 22	18.00, 0.00
2010-11-19 23	3.00, 1.00
2010-11-20 00	5.00, 0.00
2010-11-20 01	17.00, 0.00
2010-11-20 02	1.00, 0.00
2010-11-20 03	4.00, 0.00
2010-11-20 04	5.00, 0.00
2010-11-20 05	1.00, 0.00
2010-11-20 08	7.00, 0.00
2010-11-20 09	12.00, 0.00
2010-11-20 10	18.00, 0.00
2010-11-20 11	21.00, 0.00
2010-11-20 12	303.00, 9.00
2010-11-20 13	18.00, 0.00
2010-11-20 14	16.00, 2.00
2010-11-20 15	15.00, 0.00
2010-11-20 16	14.00, 0.00
2010-11-20 17	10.00, 0.00
2010-11-20 18	9.00, 4.00
2010-11-20 19	10.00, 0.00
2010-11-20 20	12.00, 0.00
2010-11-20 21	6.00, 0.00
2010-11-20 22	4.00, 1.00
2010-11-20 23	1.00, 1.00
2010-11-21 00	1.00, 0.00
2010-11-21 01	4.00, 0.00
2010-11-21 02	6.00, 0.00
2010-11-21 03	5.00, 0.00
2010-11-21 04	1.00, 0.00
2010-11-21 05	2.00, 0.00
2010-11-21 06	1.00, 0.00
2010-11-21 07	1.00, 0.00
2010-11-21 08	14.00, 0.00
2010-11-21 09	22.00, 0.00
2010-11-21 10	24.00, 0.00
2010-11-21 11	15.00, 0.00
2010-11-21 12	29.00, 6.00
2010-11-21 13	17.00, 1.00
2010-11-21 14	30.00, 2.00
2010-11-21 15	7.00, 2.00
2010-11-21 16	6.00, 0.00
2010-11-21 17	4.00, 0.00
2010-11-21 18	2.00, 2.00
2010-11-21 19	4.00, 0.00
2010-11-21 20	5.00, 0.00
2010-11-21 21	2.00, 0.00
2010-11-21 22	2.00, 1.00
2010-11-21 23	1.00, 0.00
2010-11-22 00	23.00, 0.00
2010-11-22 01	10.00, 0.00
2010-11-22 02	2.00, 0.00
2010-11-22 03	2.00, 0.00
2010-11-22 04	3.00, 0.00
2010-11-22 05	5.00, 0.00
2010-11-22 06	2.00, 0.00
2010-11-22 07	6.00, 0.00
2010-11-22 08	9.00, 0.00
2010-11-22 09	34.00, 0.00
2010-11-22 10	47.00, 0.00
2010-11-22 11	41.00, 0.00
2010-11-22 12	442.00, 16.00
2010-11-22 13	34.00, 1.00
2010-11-22 14	30.00, 2.00
2010-11-22 15	33.00, 6.00
2010-11-22 16	38.00, 0.00
2010-11-22 17	17.00, 1.00
2010-11-22 18	14.00, 1.00
2010-11-22 19	5.00, 2.00
2010-11-22 20	21.00, 0.00
2010-11-22 21	17.00, 0.00
2010-11-22 22	7.00, 0.00
2010-11-22 23	5.00, 0.00
2010-11-23 00	8.00, 0.00
2010-11-23 01	10.00, 0.00
2010-11-23 02	3.00, 0.00
2010-11-23 03	3.00, 0.00
2010-11-23 04	4.00, 0.00
2010-11-23 05	7.00, 0.00
2010-11-23 06	4.00, 0.00
2010-11-23 07	12.00, 0.00
2010-11-23 08	18.00, 0.00
2010-11-23 09	66.00, 0.00
2010-11-23 10	74.00, 0.00
2010-11-23 11	34.00, 0.00
2010-11-23 12	286.00, 19.00
2010-11-23 13	27.00, 3.00
2010-11-23 14	37.00, 0.00
2010-11-23 15	25.00, 0.00
2010-11-23 16	19.00, 2.00
2010-11-23 17	14.00, 2.00
2010-11-23 18	14.00, 3.00
2010-11-23 19	16.00, 1.00
2010-11-23 20	18.00, 0.00
2010-11-23 21	20.00, 1.00
2010-11-23 22	19.00, 2.00
2010-11-23 23	15.00, 0.00
2010-11-24 00	11.00, 0.00
2010-11-24 01	10.00, 0.00
2010-11-24 02	3.00, 0.00
2010-11-24 03	5.00, 0.00
2010-11-24 04	2.00, 0.00
2010-11-24 05	2.00, 0.00
2010-11-24 06	8.00, 0.00
2010-11-24 07	9.00, 0.00
2010-11-24 08	26.00, 0.00
2010-11-24 09	25.00, 0.00
2010-11-24 10	37.00, 0.00
2010-11-24 11	42.00, 0.00
2010-11-24 12	343.00, 12.00
2010-11-24 13	47.00, 4.00
2010-11-24 14	31.00, 2.00
2010-11-24 15	21.00, 5.00
2010-11-24 16	16.00, 4.00
2010-11-24 17	20.00, 2.00
2010-11-24 18	9.00, 2.00
2010-11-24 19	9.00, 1.00
2010-11-24 20	16.00, 1.00
2010-11-24 21	10.00, 0.00
2010-11-24 22	11.00, 0.00
2010-11-24 23	23.00, 0.00
2010-11-25 00	4.00, 0.00
2010-11-25 01	12.00, 0.00
2010-11-25 02	2.00, 0.00
2010-11-25 03	1.00, 0.00
2010-11-25 04	1.00, 0.00
2010-11-25 05	1.00, 0.00
2010-11-25 06	1.00, 0.00
2010-11-25 07	2.00, 0.00
2010-11-25 08	4.00, 0.00
2010-11-25 09	16.00, 0.00
2010-11-25 10	16.00, 0.00
2010-11-25 11	12.00, 0.00
2010-11-25 12	15.00, 4.00
2010-11-25 13	8.00, 1.00
2010-11-25 14	16.00, 0.00
2010-11-25 15	24.00, 0.00
2010-11-25 16	5.00, 0.00
2010-11-25 17	6.00, 0.00
2010-11-25 18	8.00, 1.00
2010-11-25 19	6.00, 1.00
2010-11-25 20	6.00, 0.00
2010-11-25 21	1.00, 0.00
2010-11-25 22	5.00, 0.00
2010-11-26 00	20.00, 0.00
2010-11-26 01	1.00, 0.00
2010-11-26 02	1.00, 0.00
2010-11-26 03	5.00, 0.00
2010-11-26 04	2.00, 0.00
2010-11-26 05	3.00, 0.00
2010-11-26 06	2.00, 0.00
2010-11-26 07	5.00, 0.00
2010-11-26 08	12.00, 0.00
2010-11-26 09	24.00, 0.00
2010-11-26 10	28.00, 0.00
2010-11-26 11	28.00, 0.00
2010-11-26 12	319.00, 12.00
2010-11-26 13	29.00, 1.00
2010-11-26 14	24.00, 0.00
2010-11-26 15	23.00, 5.00
2010-11-26 16	10.00, 0.00
2010-11-26 17	10.00, 0.00
2010-11-26 18	11.00, 0.00
2010-11-26 19	10.00, 0.00
2010-11-26 20	23.00, 1.00
2010-11-26 21	14.00, 0.00
2010-11-26 22	11.00, 0.00
2010-11-26 23	3.00, 0.00
2010-11-27 00	7.00, 0.00
2010-11-27 01	9.00, 0.00
2010-11-27 02	6.00, 0.00
2010-11-27 03	4.00, 0.00
2010-11-27 04	2.00, 0.00
2010-11-27 05	4.00, 0.00
2010-11-27 06	2.00, 0.00
2010-11-27 07	2.00, 0.00
2010-11-27 08	12.00, 0.00
2010-11-27 09	10.00, 0.00
2010-11-27 10	20.00, 0.00
2010-11-27 11	24.00, 0.00
2010-11-27 12	139.00, 4.00
2010-11-27 13	11.00, 4.00
2010-11-27 14	17.00, 0.00
2010-11-27 15	10.00, 0.00
2010-11-27 16	8.00, 0.00
2010-11-27 17	9.00, 1.00
2010-11-27 18	9.00, 0.00
2010-11-27 19	13.00, 0.00
2010-11-27 20	4.00, 0.00
2010-11-27 21	12.00, 0.00
2010-11-27 22	4.00, 0.00
2010-11-27 23	1.00, 0.00
2010-11-28 00	3.00, 0.00
2010-11-28 01	4.00, 0.00
2010-11-28 02	6.00, 0.00
2010-11-28 03	6.00, 0.00
2010-11-28 04	2.00, 0.00
2010-11-28 05	4.00, 0.00
2010-11-28 06	1.00, 0.00
2010-11-28 07	6.00, 0.00
2010-11-28 08	7.00, 0.00
2010-11-28 09	13.00, 0.00
2010-11-28 10	12.00, 0.00
2010-11-28 11	14.00, 0.00
2010-11-28 12	23.00, 4.00
2010-11-28 13	11.00, 2.00
2010-11-28 14	16.00, 0.00
2010-11-28 15	11.00, 0.00
2010-11-28 16	5.00, 3.00
2010-11-28 17	8.00, 1.00
2010-11-28 18	4.00, 0.00
2010-11-28 19	6.00, 0.00
2010-11-28 20	2.00, 0.00
2010-11-28 21	5.00, 0.00
2010-11-28 22	11.00, 1.00
2010-11-28 23	6.00, 0.00
2010-11-29 00	18.00, 0.00
2010-11-29 01	7.00, 0.00
2010-11-29 02	7.00, 0.00
2010-11-29 03	4.00, 0.00
2010-11-29 04	1.00, 0.00
2010-11-29 05	3.00, 0.00
2010-11-29 06	3.00, 0.00
2010-11-29 07	13.00, 0.00
2010-11-29 08	21.00, 0.00
2010-11-29 09	29.00, 0.00
2010-11-29 10	27.00, 0.00
2010-11-29 11	29.00, 0.00
2010-11-29 12	345.00, 16.00
2010-11-29 13	36.00, 1.00
2010-11-29 14	39.00, 4.00
2010-11-29 15	32.00, 0.00
2010-11-29 16	23.00, 6.00
2010-11-29 17	92.00, 2.00
2010-11-29 18	10.00, 1.00
2010-11-29 19	6.00, 1.00
2010-11-29 20	16.00, 2.00
2010-11-29 21	14.00, 2.00
2010-11-29 22	19.00, 2.00
2010-11-29 23	9.00, 0.00
2010-11-30 00	14.00, 0.00
2010-11-30 01	15.00, 0.00
2010-11-30 02	5.00, 0.00
2010-11-30 03	4.00, 0.00
2010-11-30 04	4.00, 0.00
2010-11-30 05	2.00, 0.00
2010-11-30 06	5.00, 0.00
2010-11-30 07	4.00, 0.00
2010-11-30 08	27.00, 0.00
2010-11-30 09	22.00, 0.00
2010-11-30 10	65.00, 0.00
2010-11-30 11	45.00, 0.00
2010-11-30 12	291.00, 27.00
2010-11-30 13	45.00, 3.00
2010-11-30 14	77.00, 3.00
2010-11-30 15	22.00, 1.00
2010-11-30 16	24.00, 7.00
2010-11-30 17	15.00, 2.00
2010-11-30 18	11.00, 1.00
2010-11-30 19	8.00, 1.00
2010-11-30 20	19.00, 1.00
2010-11-30 21	18.00, 0.00
2010-11-30 22	20.00, 0.00
2010-11-30 23	5.00, 0.00
2010-12-01 00	9.00, 0.00
2010-12-01 01	6.00, 0.00
2010-12-01 02	4.00, 0.00
2010-12-01 03	6.00, 0.00
2010-12-01 04	3.00, 0.00
2010-12-01 05	4.00, 0.00
2010-12-01 06	8.00, 0.00
2010-12-01 07	8.00, 0.00
2010-12-01 08	15.00, 0.00
2010-12-01 09	34.00, 0.00
2010-12-01 10	25.00, 0.00
2010-12-01 11	43.00, 0.00
2010-12-01 12	292.00, 16.00
2010-12-01 13	35.00, 2.00
2010-12-01 14	44.00, 1.00
2010-12-01 15	33.00, 0.00
2010-12-01 16	33.00, 1.00
2010-12-01 17	35.00, 1.00
2010-12-01 18	41.00, 1.00
2010-12-01 19	28.00, 0.00
2010-12-01 20	37.00, 1.00
2010-12-01 21	22.00, 2.00
2010-12-01 22	15.00, 1.00
2010-12-01 23	10.00, 0.00
2010-12-02 00	15.00, 0.00
2010-12-02 01	18.00, 0.00
2010-12-02 02	8.00, 0.00
2010-12-02 03	8.00, 0.00
2010-12-02 04	6.00, 0.00
2010-12-02 05	5.00, 0.00
2010-12-02 06	4.00, 0.00
2010-12-02 07	16.00, 0.00
2010-12-02 08	24.00, 0.00
2010-12-02 09	67.00, 0.00
2010-12-02 10	54.00, 0.00
2010-12-02 11	64.00, 0.00
2010-12-02 12	390.00, 13.00
2010-12-02 13	54.00, 1.00
2010-12-02 14	47.00, 1.00
2010-12-02 15	23.00, 1.00
2010-12-02 16	27.00, 1.00
2010-12-02 17	21.00, 0.00
2010-12-02 18	15.00, 0.00
2010-12-02 19	12.00, 0.00
2010-12-02 20	25.00, 2.00
2010-12-02 21	19.00, 1.00
2010-12-02 22	10.00, 1.00
2010-12-02 23	5.00, 0.00
2010-12-03 00	25.00, 0.00
2010-12-03 01	11.00, 0.00
2010-12-03 02	2.00, 0.00
2010-12-03 03	6.00, 0.00
2010-12-03 04	3.00, 0.00
2010-12-03 05	2.00, 0.00
2010-12-03 06	3.00, 0.00
2010-12-03 07	5.00, 0.00
2010-12-03 08	18.00, 0.00
2010-12-03 09	26.00, 0.00
2010-12-03 10	29.00, 0.00
2010-12-03 11	35.00, 0.00
2010-12-03 12	324.00, 12.00
2010-12-03 13	32.00, 2.00
2010-12-03 14	25.00, 3.00
2010-12-03 15	55.00, 3.00
2010-12-03 16	19.00, 0.00
2010-12-03 17	20.00, 0.00
2010-12-03 18	11.00, 2.00
2010-12-03 19	9.00, 0.00
2010-12-03 20	17.00, 0.00
2010-12-03 21	11.00, 1.00
2010-12-03 22	8.00, 0.00
2010-12-03 23	2.00, 0.00
2010-12-04 00	6.00, 0.00
2010-12-04 01	8.00, 0.00
2010-12-04 02	3.00, 0.00
2010-12-04 03	3.00, 0.00
2010-12-04 04	2.00, 0.00
2010-12-04 05	3.00, 0.00
2010-12-04 06	3.00, 0.00
2010-12-04 08	7.00, 0.00
2010-12-04 09	14.00, 0.00
2010-12-04 10	16.00, 0.00
2010-12-04 11	54.00, 0.00
2010-12-04 12	277.00, 10.00
2010-12-04 13	22.00, 2.00
2010-12-04 14	19.00, 0.00
2010-12-04 15	8.00, 1.00
2010-12-04 16	6.00, 3.00
2010-12-04 17	8.00, 0.00
2010-12-04 18	6.00, 0.00
2010-12-04 19	8.00, 0.00
2010-12-04 20	12.00, 0.00
2010-12-04 21	8.00, 1.00
2010-12-04 22	7.00, 0.00
2010-12-04 23	2.00, 0.00
2010-12-05 00	2.00, 0.00
2010-12-05 01	5.00, 0.00
2010-12-05 02	4.00, 0.00
2010-12-05 03	1.00, 0.00
2010-12-05 04	1.00, 0.00
2010-12-05 05	1.00, 0.00
2010-12-05 06	2.00, 0.00
2010-12-05 07	1.00, 0.00
2010-12-05 08	7.00, 0.00
2010-12-05 09	15.00, 0.00
2010-12-05 10	21.00, 0.00
2010-12-05 11	25.00, 0.00
2010-12-05 12	23.00, 3.00
2010-12-05 13	12.00, 5.00
2010-12-05 14	17.00, 2.00
2010-12-05 15	8.00, 1.00
2010-12-05 16	4.00, 1.00
2010-12-05 17	7.00, 1.00
2010-12-05 18	5.00, 0.00
2010-12-05 19	4.00, 0.00
2010-12-05 21	3.00, 1.00
2010-12-05 22	1.00, 0.00
2010-12-05 23	2.00, 0.00
2010-12-06 00	16.00, 0.00
2010-12-06 01	1.00, 0.00
2010-12-06 06	1.00, 0.00
2010-12-06 07	7.00, 0.00
2010-12-06 08	15.00, 0.00
2010-12-06 09	40.00, 0.00
2010-12-06 10	47.00, 0.00
2010-12-06 11	39.00, 0.00
2010-12-06 12	322.00, 30.00
2010-12-06 13	38.00, 2.00
