0	0.00
20160201	9.06
20160202	6.88
20160203	8.67
20160204	11.46
20160205	2.88
20160206	0.70
20160207	2.98
20160208	1.53
20160209	-1.03
20160210	1.55
20160211	-2.26
20160212	-5.78
20160213	-5.67
20160214	-12.99
20160215	-5.72
20160216	7.85
20160217	4.35
20160218	1.50
20160219	-1.02
20160220	7.71
20160221	9.70
20160222	7.09
20160223	4.06
20160224	7.38
20160225	10.09
20160226	3.03
20160227	0.32
20160228	6.30
20160229	8.91
