0	0.00
20110101	3.29
20110102	5.71
20110103	1.12
20110104	0.55
20110105	1.66
20110106	-1.29
20110107	-0.27
20110108	-2.42
20110109	-1.69
20110110	-1.47
20110111	-2.22
20110112	-2.28
20110113	-3.23
20110114	-5.78
20110115	-2.37
20110116	0.78
20110117	-3.95
20110118	0.64
20110119	3.15
20110120	1.39
20110121	-1.09
20110122	-6.89
20110123	-6.69
20110124	-10.41
20110125	-1.96
20110126	-0.60
20110127	0.35
20110128	-1.31
20110129	-0.56
20110130	-0.01
20110131	-2.67
